manufacturer,model,month,trends_interest,trends_source,measured_at
Buick,Buick Special,2025-11,0.493,google_trends,2026-08-29T19:23:31Z
Buick,Buick Special,2025-12,0.6163,google_trends,2026-08-29T19:23:31Z
Buick,Buick Special,2026-01,0.3082,google_trends,2026-08-29T19:23:31Z
Buick,Buick Special,2026-02,1.5408,google_trends,2026-08-29T19:23:31Z
Buick,Buick Special,2026-03,0.9861,google_trends,2026-08-29T19:23:31Z
Buick,Buick Special,2026-04,1.2326,google_trends,2026-08-29T19:23:31Z
Buick,Buick Special,2026-05,1.2326,google_trends,2026-08-29T19:23:31Z
Buick,Buick Special,2026-06,1.2326,google_trends,2026-08-29T19:23:31Z
Buick,Buick Special,2026-07,0.9245,google_trends,2026-08-29T19:23:31Z
Buick,Buick Standard Six & Master Six,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Buick,Buick Standard Six & Master Six,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Buick,Buick Standard Six & Master Six,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Buick,Buick Standard Six & Master Six,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Buick,Buick Standard Six & Master Six,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Buick,Buick Standard Six & Master Six,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Buick,Buick Standard Six & Master Six,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Buick,Buick Standard Six & Master Six,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Buick,Buick Standard Six & Master Six,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Buick,Buick Standard Six & Master Six,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Buick,Buick Standard Six & Master Six,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Buick,Buick Standard Six & Master Six,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Buick,Buick Super,2025-08,0.9861,google_trends,2026-08-29T19:23:31Z
Buick,Buick Super,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Buick,Buick Super,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Buick,Buick Super,2025-11,0.2465,google_trends,2026-08-29T19:23:31Z
Buick,Buick Super,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Buick,Buick Super,2026-01,0.6163,google_trends,2026-08-29T19:23:31Z
Buick,Buick Super,2026-02,1.8489,google_trends,2026-08-29T19:23:31Z
Buick,Buick Super,2026-03,1.2326,google_trends,2026-08-29T19:23:31Z
Buick,Buick Super,2026-04,1.2326,google_trends,2026-08-29T19:23:31Z
Buick,Buick Super,2026-05,1.2326,google_trends,2026-08-29T19:23:31Z
Buick,Buick Super,2026-06,1.2326,google_trends,2026-08-29T19:23:31Z
Buick,Buick Super,2026-07,1.2326,google_trends,2026-08-29T19:23:31Z
Bultaco,BULTACO METRALLA,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,BULTACO METRALLA,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,BULTACO METRALLA,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,BULTACO METRALLA,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,BULTACO METRALLA,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,BULTACO METRALLA,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,BULTACO METRALLA,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,BULTACO METRALLA,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,BULTACO METRALLA,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,BULTACO METRALLA,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,BULTACO METRALLA,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,BULTACO METRALLA,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Alpina,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Alpina,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Alpina,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Alpina,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Alpina,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Alpina,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Alpina,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Alpina,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Alpina,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Alpina,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Alpina,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Alpina,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Pursang,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Pursang,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Pursang,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Pursang,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Pursang,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Pursang,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Pursang,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Pursang,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Pursang,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Pursang,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Pursang,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Pursang,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Sherpa,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Sherpa,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Sherpa,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Sherpa,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Sherpa,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Sherpa,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Sherpa,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Sherpa,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Sherpa,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Sherpa,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Sherpa,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Bultaco,Bultaco Sherpa,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC SRX,2025-08,6.1646,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC SRX,2025-09,5.8564,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC SRX,2025-10,5.5481,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC SRX,2025-11,5.1783,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC SRX,2025-12,5.2399,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC SRX,2026-01,4.9317,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC SRX,2026-02,8.9387,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC SRX,2026-03,7.1509,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC SRX,2026-04,7.0893,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC SRX,2026-05,6.9043,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC SRX,2026-06,6.4728,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC SRX,2026-07,6.1646,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC XTS,2025-08,2.7124,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC XTS,2025-09,2.7741,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC XTS,2025-10,2.4658,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC XTS,2025-11,2.4658,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC XTS,2025-12,2.4658,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC XTS,2026-01,2.4658,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC XTS,2026-02,4.3152,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC XTS,2026-03,3.9453,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC XTS,2026-04,4.6234,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC XTS,2026-05,4.9317,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC XTS,2026-06,4.007,google_trends,2026-08-29T19:23:31Z
Cadillac,CADILLAC XTS,2026-07,3.6988,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac ATS & ATS-V,2025-08,4.9317,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac ATS & ATS-V,2025-09,4.9317,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac ATS & ATS-V,2025-10,4.9317,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac ATS & ATS-V,2025-11,4.6851,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac ATS & ATS-V,2025-12,3.6988,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac ATS & ATS-V,2026-01,4.6234,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac ATS & ATS-V,2026-02,6.7811,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac ATS & ATS-V,2026-03,6.1646,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac ATS & ATS-V,2026-04,6.7811,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac ATS & ATS-V,2026-05,5.918,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac ATS & ATS-V,2026-06,4.9317,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac ATS & ATS-V,2026-07,4.9317,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Allanté,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Allanté,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Allanté,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Allanté,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Allanté,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Allanté,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Allanté,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Allanté,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Allanté,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Allanté,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Allanté,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Allanté,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Brougham,2025-08,1.2326,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Brougham,2025-09,1.2326,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Brougham,2025-10,1.2326,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Brougham,2025-11,1.2326,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Brougham,2025-12,1.2326,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Brougham,2026-01,1.2326,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Brougham,2026-02,1.8489,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Brougham,2026-03,1.2326,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Brougham,2026-04,1.2326,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Brougham,2026-05,1.2326,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Brougham,2026-06,1.2326,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Brougham,2026-07,1.2326,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CT5 & CT5-V,2025-08,6.4095,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CT5 & CT5-V,2025-09,5.8549,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CT5 & CT5-V,2025-10,5.5467,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CT5 & CT5-V,2025-11,5.67,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CT5 & CT5-V,2025-12,6.163,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CT5 & CT5-V,2026-01,5.8549,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CT5 & CT5-V,2026-02,7.0875,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CT5 & CT5-V,2026-03,6.9026,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CT5 & CT5-V,2026-04,7.7038,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CT5 & CT5-V,2026-05,7.6421,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CT5 & CT5-V,2026-06,8.0119,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CT5 & CT5-V,2026-07,8.9364,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CTS & CTS-V,2025-08,12.8125,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CTS & CTS-V,2025-09,13.2437,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CTS & CTS-V,2025-10,11.7037,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CTS & CTS-V,2025-11,11.3341,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CTS & CTS-V,2025-12,11.0877,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CTS & CTS-V,2026-01,10.7797,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CTS & CTS-V,2026-02,15.7076,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CTS & CTS-V,2026-03,14.5372,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CTS & CTS-V,2026-04,15.0916,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CTS & CTS-V,2026-05,13.7981,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CTS & CTS-V,2026-06,12.6277,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac CTS & CTS-V,2026-07,13.2437,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DTS,2025-08,2.4652,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DTS,2025-09,2.4652,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DTS,2025-10,2.4652,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DTS,2025-11,2.4652,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DTS,2025-12,2.1571,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DTS,2026-01,2.1571,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DTS,2026-02,3.3897,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DTS,2026-03,2.4652,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DTS,2026-04,2.4652,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DTS,2026-05,2.4652,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DTS,2026-06,2.4652,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DTS,2026-07,2.4652,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DeVille,2025-08,6.1598,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DeVille,2025-09,5.8519,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DeVille,2025-10,5.8519,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DeVille,2025-11,5.4207,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DeVille,2025-12,4.9279,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DeVille,2026-01,5.2359,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DeVille,2026-02,8.3158,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DeVille,2026-03,6.1598,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DeVille,2026-04,6.7758,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DeVille,2026-05,6.6526,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DeVille,2026-06,6.1598,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac DeVille,2026-07,6.1598,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Eldorado,2025-08,3.4495,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Eldorado,2025-09,2.7719,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Eldorado,2025-10,2.7719,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Eldorado,2025-11,2.4639,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Eldorado,2025-12,2.4639,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Eldorado,2026-01,3.3879,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Eldorado,2026-02,5.5439,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Eldorado,2026-03,3.4495,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Eldorado,2026-04,4.0039,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Eldorado,2026-05,4.6815,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Eldorado,2026-06,3.6959,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Eldorado,2026-07,3.3879,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT800,2025-08,39.9363,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT800,2025-09,34.5129,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT800,2025-10,35.4373,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT800,2025-11,36.9781,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT800,2025-12,38.2107,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT800,2026-01,34.821,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT800,2026-02,45.2981,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT800,2026-03,41.662,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT800,2026-04,42.2166,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT800,2026-05,42.648,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT800,2026-06,38.827,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT800,2026-07,38.5188,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT900,2025-08,39.9363,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT900,2025-09,34.5129,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT900,2025-10,35.4373,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT900,2025-11,36.9781,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT900,2025-12,38.2107,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT900,2026-01,34.821,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT900,2026-02,45.2981,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT900,2026-03,41.662,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT900,2026-04,42.2166,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT900,2026-05,42.648,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT900,2026-06,38.827,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade & EXT GMT900,2026-07,38.5188,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade GMT400,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade GMT400,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade GMT400,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade GMT400,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade GMT400,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade GMT400,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade GMT400,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade GMT400,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade GMT400,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade GMT400,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade GMT400,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade GMT400,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade K2XL,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade K2XL,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade K2XL,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade K2XL,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade K2XL,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade K2XL,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade K2XL,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade K2XL,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade K2XL,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade K2XL,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade K2XL,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade K2XL,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade T1XL (2021+),2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade T1XL (2021+),2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade T1XL (2021+),2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade T1XL (2021+),2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade T1XL (2021+),2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade T1XL (2021+),2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade T1XL (2021+),2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade T1XL (2021+),2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade T1XL (2021+),2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade T1XL (2021+),2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade T1XL (2021+),2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Escalade T1XL (2021+),2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Fleetwood 1985-1996,2025-08,2.2187,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Fleetwood 1985-1996,2025-09,1.5408,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Fleetwood 1985-1996,2025-10,1.2326,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Fleetwood 1985-1996,2025-11,1.2326,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Fleetwood 1985-1996,2025-12,1.2326,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Fleetwood 1985-1996,2026-01,1.2326,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Fleetwood 1985-1996,2026-02,3.6978,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Fleetwood 1985-1996,2026-03,2.4652,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Fleetwood 1985-1996,2026-04,2.4652,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Fleetwood 1985-1996,2026-05,2.4652,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Fleetwood 1985-1996,2026-06,2.4652,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Fleetwood 1985-1996,2026-07,2.4652,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac STS & STS-V,2025-08,2.2193,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac STS & STS-V,2025-09,1.8494,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac STS & STS-V,2025-10,1.5411,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac STS & STS-V,2025-11,1.2329,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac STS & STS-V,2025-12,1.2329,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac STS & STS-V,2026-01,1.2329,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac STS & STS-V,2026-02,2.7741,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac STS & STS-V,2026-03,2.4658,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac STS & STS-V,2026-04,2.4658,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac STS & STS-V,2026-05,2.4658,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac STS & STS-V,2026-06,2.4658,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac STS & STS-V,2026-07,1.8494,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Series 61,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Series 61,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Series 61,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Series 61,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Series 61,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Series 61,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Cadillac,Cadillac Series 61,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
