manufacturer,model,month,trends_interest,trends_source,measured_at
Jaguar,X-Type,2025-10,1.2329,google_trends,2026-08-29T19:23:31Z
Jaguar,X-Type,2025-11,1.2329,google_trends,2026-08-29T19:23:31Z
Jaguar,X-Type,2025-12,0.9247,google_trends,2026-08-29T19:23:31Z
Jaguar,X-Type,2026-01,1.2329,google_trends,2026-08-29T19:23:31Z
Jaguar,X-Type,2026-02,1.5411,google_trends,2026-08-29T19:23:31Z
Jaguar,X-Type,2026-03,1.2329,google_trends,2026-08-29T19:23:31Z
Jaguar,X-Type,2026-04,1.2329,google_trends,2026-08-29T19:23:31Z
Jaguar,X-Type,2026-05,1.2329,google_trends,2026-08-29T19:23:31Z
Jaguar,X-Type,2026-06,1.2329,google_trends,2026-08-29T19:23:31Z
Jaguar,X-Type,2026-07,1.2329,google_trends,2026-08-29T19:23:31Z
Jaguar,X300 XJ,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X300 XJ,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X300 XJ,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X300 XJ,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X300 XJ,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X300 XJ,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X300 XJ,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X300 XJ,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X300 XJ,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X300 XJ,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X300 XJ,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X300 XJ,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X306 XJR,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X306 XJR,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X306 XJR,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X306 XJR,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X306 XJR,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X306 XJR,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X306 XJR,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X306 XJR,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X306 XJR,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X306 XJR,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X306 XJR,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X306 XJR,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJ,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJ,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJ,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJ,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJ,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJ,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJ,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJ,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJ,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJ,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJ,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJ,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJR,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJR,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJR,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJR,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJR,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJR,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJR,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJR,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJR,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJR,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJR,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X308 XJR,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJ,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJ,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJ,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJ,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJ,2025-12,0.3082,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJ,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJ,2026-02,0.3082,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJ,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJ,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJ,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJ,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJ,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJR,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJR,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJR,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJR,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJR,2025-12,0.3082,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJR,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJR,2026-02,0.3082,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJR,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJR,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJR,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJR,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X350/X356/X358 XJR,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X351 XJ,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X351 XJ,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X351 XJ,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X351 XJ,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X351 XJ,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X351 XJ,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X351 XJ,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X351 XJ,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X351 XJ,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X351 XJ,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X351 XJ,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,X351 XJ,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XF,2025-08,12.5725,google_trends,2026-08-29T19:23:31Z
Jaguar,XF,2025-09,12.9423,google_trends,2026-08-29T19:23:31Z
Jaguar,XF,2025-10,12.326,google_trends,2026-08-29T19:23:31Z
Jaguar,XF,2025-11,11.3399,google_trends,2026-08-29T19:23:31Z
Jaguar,XF,2025-12,10.4771,google_trends,2026-08-29T19:23:31Z
Jaguar,XF,2026-01,11.4016,google_trends,2026-08-29T19:23:31Z
Jaguar,XF,2026-02,14.7912,google_trends,2026-08-29T19:23:31Z
Jaguar,XF,2026-03,13.8051,google_trends,2026-08-29T19:23:31Z
Jaguar,XF,2026-04,13.2505,google_trends,2026-08-29T19:23:31Z
Jaguar,XF,2026-05,12.5725,google_trends,2026-08-29T19:23:31Z
Jaguar,XF,2026-06,12.326,google_trends,2026-08-29T19:23:31Z
Jaguar,XF,2026-07,12.326,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Coupe,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Coupe,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Coupe,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Coupe,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Coupe,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Coupe,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Coupe,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Coupe,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Coupe,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Coupe,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Coupe,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Coupe,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 1,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 1,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 1,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 1,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 1,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 1,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 1,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 1,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 1,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 1,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 1,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 1,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 2,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 2,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 2,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 2,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 2,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 2,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 2,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 2,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 2,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 2,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 2,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 2,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 3,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 3,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 3,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 3,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 3,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 3,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 3,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 3,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 3,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 3,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 3,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ Series 3,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ40 XJ,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ40 XJ,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ40 XJ,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ40 XJ,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ40 XJ,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ40 XJ,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ40 XJ,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ40 XJ,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ40 XJ,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ40 XJ,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ40 XJ,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJ40 XJ,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XJS,2025-08,2.4639,google_trends,2026-08-29T19:23:31Z
Jaguar,XJS,2025-09,2.4639,google_trends,2026-08-29T19:23:31Z
Jaguar,XJS,2025-10,2.4639,google_trends,2026-08-29T19:23:31Z
Jaguar,XJS,2025-11,1.232,google_trends,2026-08-29T19:23:31Z
Jaguar,XJS,2025-12,1.232,google_trends,2026-08-29T19:23:31Z
Jaguar,XJS,2026-01,1.232,google_trends,2026-08-29T19:23:31Z
Jaguar,XJS,2026-02,2.1559,google_trends,2026-08-29T19:23:31Z
Jaguar,XJS,2026-03,1.9712,google_trends,2026-08-29T19:23:31Z
Jaguar,XJS,2026-04,2.4639,google_trends,2026-08-29T19:23:31Z
Jaguar,XJS,2026-05,2.2175,google_trends,2026-08-29T19:23:31Z
Jaguar,XJS,2026-06,2.1559,google_trends,2026-08-29T19:23:31Z
Jaguar,XJS,2026-07,2.4639,google_trends,2026-08-29T19:23:31Z
Jaguar,XK,2025-08,2.4652,google_trends,2026-08-29T19:23:31Z
Jaguar,XK,2025-09,2.4652,google_trends,2026-08-29T19:23:31Z
Jaguar,XK,2025-10,2.1571,google_trends,2026-08-29T19:23:31Z
Jaguar,XK,2025-11,2.2187,google_trends,2026-08-29T19:23:31Z
Jaguar,XK,2025-12,1.8489,google_trends,2026-08-29T19:23:31Z
Jaguar,XK,2026-01,1.8489,google_trends,2026-08-29T19:23:31Z
Jaguar,XK,2026-02,3.0815,google_trends,2026-08-29T19:23:31Z
Jaguar,XK,2026-03,2.4652,google_trends,2026-08-29T19:23:31Z
Jaguar,XK,2026-04,2.4652,google_trends,2026-08-29T19:23:31Z
Jaguar,XK,2026-05,2.4652,google_trends,2026-08-29T19:23:31Z
Jaguar,XK,2026-06,2.4652,google_trends,2026-08-29T19:23:31Z
Jaguar,XK,2026-07,2.4652,google_trends,2026-08-29T19:23:31Z
Jaguar,XK120,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK120,2025-09,0.7,google_trends,2026-08-29T19:23:31Z
Jaguar,XK120,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK120,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK120,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK120,2026-01,0.35,google_trends,2026-08-29T19:23:31Z
Jaguar,XK120,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK120,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK120,2026-04,0.35,google_trends,2026-08-29T19:23:31Z
Jaguar,XK120,2026-05,0.28,google_trends,2026-08-29T19:23:31Z
Jaguar,XK120,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK120,2026-07,0.35,google_trends,2026-08-29T19:23:31Z
Jaguar,XK140,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK140,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK140,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK140,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK140,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK140,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK140,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK140,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK140,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK140,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK140,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK140,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK150,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK150,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK150,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK150,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK150,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK150,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK150,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK150,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK150,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK150,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK150,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK150,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XK8,2025-08,2.0908,google_trends,2026-08-29T19:23:31Z
Jaguar,XK8,2025-09,2.0908,google_trends,2026-08-29T19:23:31Z
Jaguar,XK8,2025-10,2.0908,google_trends,2026-08-29T19:23:31Z
Jaguar,XK8,2025-11,1.6726,google_trends,2026-08-29T19:23:31Z
Jaguar,XK8,2025-12,1.5681,google_trends,2026-08-29T19:23:31Z
Jaguar,XK8,2026-01,2.0908,google_trends,2026-08-29T19:23:31Z
Jaguar,XK8,2026-02,2.0908,google_trends,2026-08-29T19:23:31Z
Jaguar,XK8,2026-03,2.0908,google_trends,2026-08-29T19:23:31Z
Jaguar,XK8,2026-04,2.0908,google_trends,2026-08-29T19:23:31Z
Jaguar,XK8,2026-05,2.0908,google_trends,2026-08-29T19:23:31Z
Jaguar,XK8,2026-06,2.0908,google_trends,2026-08-29T19:23:31Z
Jaguar,XK8,2026-07,2.0908,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series II,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series II,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series II,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series II,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series II,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series II,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series II,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series II,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series II,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series II,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series II,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series II,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series III,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series III,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series III,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series III,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series III,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series III,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series III,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series III,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series III,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series III,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series III,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKE Series III,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Jaguar,XKR,2025-08,2.2175,google_trends,2026-08-29T19:23:31Z
Jaguar,XKR,2025-09,1.232,google_trends,2026-08-29T19:23:31Z
Jaguar,XKR,2025-10,1.232,google_trends,2026-08-29T19:23:31Z
Jaguar,XKR,2025-11,1.232,google_trends,2026-08-29T19:23:31Z
Jaguar,XKR,2025-12,1.232,google_trends,2026-08-29T19:23:31Z
Jaguar,XKR,2026-01,1.232,google_trends,2026-08-29T19:23:31Z
Jaguar,XKR,2026-02,2.4639,google_trends,2026-08-29T19:23:31Z
Jaguar,XKR,2026-03,1.7248,google_trends,2026-08-29T19:23:31Z
Jaguar,XKR,2026-04,2.4639,google_trends,2026-08-29T19:23:31Z
Jaguar,XKR,2026-05,2.2175,google_trends,2026-08-29T19:23:31Z
Jaguar,XKR,2026-06,2.1559,google_trends,2026-08-29T19:23:31Z
Jaguar,XKR,2026-07,2.4639,google_trends,2026-08-29T19:23:31Z
Jeep,JEEP LIBERTY,2025-08,13.5621,google_trends,2026-08-29T19:23:31Z
Jeep,JEEP LIBERTY,2025-09,13.2539,google_trends,2026-08-29T19:23:31Z
Jeep,JEEP LIBERTY,2025-10,12.6374,google_trends,2026-08-29T19:23:31Z
Jeep,JEEP LIBERTY,2025-11,12.5758,google_trends,2026-08-29T19:23:31Z
Jeep,JEEP LIBERTY,2025-12,12.3292,google_trends,2026-08-29T19:23:31Z
Jeep,JEEP LIBERTY,2026-01,12.6374,google_trends,2026-08-29T19:23:31Z
Jeep,JEEP LIBERTY,2026-02,17.2609,google_trends,2026-08-29T19:23:31Z
Jeep,JEEP LIBERTY,2026-03,14.795,google_trends,2026-08-29T19:23:31Z
Jeep,JEEP LIBERTY,2026-04,15.4115,google_trends,2026-08-29T19:23:31Z
Jeep,JEEP LIBERTY,2026-05,16.0279,google_trends,2026-08-29T19:23:31Z
Jeep,JEEP LIBERTY,2026-06,15.4115,google_trends,2026-08-29T19:23:31Z
Jeep,JEEP LIBERTY,2026-07,13.5621,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-5,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-5,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-5,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-5,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-5,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-5,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-5,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-5,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-5,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-5,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-5,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-5,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-7,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-7,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-7,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-7,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-7,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-7,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-7,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-7,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-7,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-7,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-7,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-7,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-8,2025-08,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-8,2025-09,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-8,2025-10,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-8,2025-11,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-8,2025-12,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-8,2026-01,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-8,2026-02,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-8,2026-03,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-8,2026-04,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-8,2026-05,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-8,2026-06,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep CJ-8,2026-07,0.0,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep Comanche,2025-08,1.2326,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep Comanche,2025-09,1.2326,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep Comanche,2025-10,1.2326,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep Comanche,2025-11,1.2326,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep Comanche,2025-12,1.2326,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep Comanche,2026-01,1.2326,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep Comanche,2026-02,1.8489,google_trends,2026-08-29T19:23:31Z
Jeep,Jeep Comanche,2026-03,1.2326,google_trends,2026-08-29T19:23:31Z
