manufacturer,model,month,wiki_slug,wiki_pageviews,wiki_sov,social_score
Abarth,Abarth 750 & 850,2024-07,Abarth,18303,1.0,74.63
Abarth,Abarth 750 & 850,2024-08,Abarth,18354,1.0,74.71
Abarth,Abarth 750 & 850,2024-09,Abarth,16926,1.0,72.82
Abarth,Abarth 750 & 850,2024-10,Abarth,17558,1.0,73.54
Abarth,Abarth 750 & 850,2024-11,Abarth,16848,1.0,72.63
Abarth,Abarth 750 & 850,2024-12,Abarth,18270,1.0,74.57
Abarth,Abarth 750 & 850,2025-01,Abarth,16358,1.0,71.9
Abarth,Abarth 750 & 850,2025-02,Abarth,14370,1.0,68.81
Abarth,Abarth 750 & 850,2025-03,Abarth,19949,1.0,76.7
Abarth,Abarth 750 & 850,2025-04,Abarth,18377,1.0,74.73
Abarth,Abarth 750 & 850,2025-05,Abarth,17455,1.0,73.46
Abarth,Abarth 750 & 850,2025-06,Abarth,15993,1.0,71.44
Abarth,Abarth 750 & 850,2025-07,Abarth,15949,1.0,71.35
Abarth,Abarth 750 & 850,2025-08,Abarth,15776,1.0,71.09
Abarth,Abarth 750 & 850,2025-09,Abarth,14765,1.0,69.39
Abarth,Abarth 750 & 850,2025-10,Abarth,14009,1.0,68.29
Abarth,Abarth 750 & 850,2025-11,Abarth,13582,1.0,67.65
Abarth,Abarth 750 & 850,2025-12,Abarth,15653,1.0,70.84
Abarth,Abarth 750 & 850,2026-01,Abarth,17725,1.0,73.81
Abarth,Abarth 750 & 850,2026-02,Abarth,12653,1.0,66.37
Abarth,Abarth 750 & 850,2026-03,Abarth,12775,1.0,66.56
Abarth,Abarth 750 & 850,2026-04,Abarth,13122,1.0,67.05
Abarth,Abarth 750 & 850,2026-05,Abarth,14285,1.0,68.67
Abarth,Abarth 750 & 850,2026-06,Abarth,12613,1.0,66.3
Ac,AC Ace & Aceca,2024-07,AC_Ace,3572,1.0,48.56
Ac,AC Ace & Aceca,2024-08,AC_Ace,3633,1.0,48.71
Ac,AC Ace & Aceca,2024-09,AC_Ace,3642,1.0,48.72
Ac,AC Ace & Aceca,2024-10,AC_Ace,3889,1.0,49.37
Ac,AC Ace & Aceca,2024-11,AC_Ace,3491,1.0,48.36
Ac,AC Ace & Aceca,2024-12,AC_Ace,3152,1.0,47.6
Ac,AC Ace & Aceca,2025-01,AC_Ace,3562,1.0,48.52
Ac,AC Ace & Aceca,2025-02,AC_Ace,2931,1.0,47.04
Ac,AC Ace & Aceca,2025-03,AC_Ace,3243,1.0,47.79
Ac,AC Ace & Aceca,2025-04,AC_Ace,3682,1.0,48.85
Ac,AC Ace & Aceca,2025-05,AC_Ace,3223,1.0,47.74
Ac,AC Ace & Aceca,2025-06,AC_Ace,3499,1.0,48.38
Ac,AC Ace & Aceca,2025-07,AC_Ace,3817,1.0,49.18
Ac,AC Ace & Aceca,2025-08,AC_Ace,4796,1.0,51.59
Ac,AC Ace & Aceca,2025-09,AC_Ace,3516,1.0,48.41
Ac,AC Ace & Aceca,2025-10,AC_Ace,3180,1.0,47.65
Ac,AC Ace & Aceca,2025-11,AC_Ace,2986,1.0,47.19
Ac,AC Ace & Aceca,2025-12,AC_Ace,2992,1.0,47.2
Ac,AC Ace & Aceca,2026-01,AC_Ace,3798,1.0,49.14
Ac,AC Ace & Aceca,2026-02,AC_Ace,2721,1.0,46.55
Ac,AC Ace & Aceca,2026-03,AC_Ace,2877,1.0,46.93
Ac,AC Ace & Aceca,2026-04,AC_Ace,2695,1.0,46.5
Ac,AC Ace & Aceca,2026-05,AC_Ace,3246,1.0,47.8
Ac,AC Ace & Aceca,2026-06,AC_Ace,3295,1.0,47.91
Acura,CL,2024-07,Acura_CL,3237,0.018923,28.31
Acura,CL,2024-08,Acura_CL,3344,0.019366,28.78
Acura,CL,2024-09,Acura_CL,3488,0.021349,29.89
Acura,CL,2024-10,Acura_CL,3408,0.019455,28.96
Acura,CL,2024-11,Acura_CL,3115,0.018626,27.91
Acura,CL,2024-12,Acura_CL,3324,0.019313,28.71
Acura,CL,2025-01,Acura_CL,3464,0.019754,29.2
Acura,CL,2025-02,Acura_CL,3442,0.021429,29.83
Acura,CL,2025-03,Acura_CL,3835,0.017013,28.84
Acura,CL,2025-04,Acura_CL,3945,0.02,30.48
Acura,CL,2025-05,Acura_CL,3993,0.01893,30.16
Acura,CL,2025-06,Acura_CL,3853,0.01931,30.01
Acura,CL,2025-07,Acura_CL,3515,0.019445,29.19
Acura,CL,2025-08,Acura_CL,3825,0.018574,29.56
Acura,CL,2025-09,Acura_CL,3360,0.018241,28.3
Acura,CL,2025-10,Acura_CL,3416,0.018484,28.52
Acura,CL,2025-11,Acura_CL,3261,0.018658,28.25
Acura,CL,2025-12,Acura_CL,3030,0.0188,27.76
Acura,CL,2026-01,Acura_CL,3417,0.02002,29.21
Acura,CL,2026-02,Acura_CL,3034,0.019071,27.91
Acura,CL,2026-03,Acura_CL,3344,0.020449,29.17
Acura,CL,2026-04,Acura_CL,3291,0.02004,28.92
Acura,CL,2026-05,Acura_CL,3487,0.018745,28.78
Acura,CL,2026-06,Acura_CL,3206,0.022089,29.55
Acura,Integra,2024-07,Honda_Integra,27772,0.162347,79.75
Acura,Integra,2024-08,Honda_Integra,27387,0.158602,79.42
Acura,Integra,2024-09,Honda_Integra,25354,0.155184,77.79
Acura,Integra,2024-10,Honda_Integra,27148,0.154982,79.17
Acura,Integra,2024-11,Honda_Integra,26293,0.157219,78.63
Acura,Integra,2024-12,Honda_Integra,26794,0.155675,78.9
Acura,Integra,2025-01,Honda_Integra,28303,0.161406,80.11
Acura,Integra,2025-02,Honda_Integra,25072,0.156091,77.54
Acura,Integra,2025-03,Honda_Integra,41378,0.183558,88.37
Acura,Integra,2025-04,Honda_Integra,30045,0.152317,81.37
Acura,Integra,2025-05,Honda_Integra,30965,0.146799,82.23
Acura,Integra,2025-06,Honda_Integra,31277,0.156751,82.76
Acura,Integra,2025-07,Honda_Integra,28677,0.15864,80.34
Acura,Integra,2025-08,Honda_Integra,32248,0.156597,83.31
Acura,Integra,2025-09,Honda_Integra,29461,0.159944,81.18
Acura,Integra,2025-10,Honda_Integra,28779,0.15572,80.33
Acura,Integra,2025-11,Honda_Integra,27197,0.155608,79.21
Acura,Integra,2025-12,Honda_Integra,23952,0.148616,76.36
Acura,Integra,2026-01,Honda_Integra,25036,0.146687,77.36
Acura,Integra,2026-02,Honda_Integra,23618,0.148459,76.09
Acura,Integra,2026-03,Honda_Integra,24974,0.152723,77.38
Acura,Integra,2026-04,Honda_Integra,24334,0.148175,76.68
Acura,Integra,2026-05,Honda_Integra,26116,0.14039,78.09
Acura,Integra,2026-06,Honda_Integra,23439,0.16149,76.25
Acura,Integra Type R,2024-07,Honda_Integra,27772,0.162347,79.75
Acura,Integra Type R,2024-08,Honda_Integra,27387,0.158602,79.42
Acura,Integra Type R,2024-09,Honda_Integra,25354,0.155184,77.79
Acura,Integra Type R,2024-10,Honda_Integra,27148,0.154982,79.17
Acura,Integra Type R,2024-11,Honda_Integra,26293,0.157219,78.63
Acura,Integra Type R,2024-12,Honda_Integra,26794,0.155675,78.9
Acura,Integra Type R,2025-01,Honda_Integra,28303,0.161406,80.11
Acura,Integra Type R,2025-02,Honda_Integra,25072,0.156091,77.54
Acura,Integra Type R,2025-03,Honda_Integra,41378,0.183558,88.37
Acura,Integra Type R,2025-04,Honda_Integra,30045,0.152317,81.37
Acura,Integra Type R,2025-05,Honda_Integra,30965,0.146799,82.23
Acura,Integra Type R,2025-06,Honda_Integra,31277,0.156751,82.76
Acura,Integra Type R,2025-07,Honda_Integra,28677,0.15864,80.34
Acura,Integra Type R,2025-08,Honda_Integra,32248,0.156597,83.31
Acura,Integra Type R,2025-09,Honda_Integra,29461,0.159944,81.18
Acura,Integra Type R,2025-10,Honda_Integra,28779,0.15572,80.33
Acura,Integra Type R,2025-11,Honda_Integra,27197,0.155608,79.21
Acura,Integra Type R,2025-12,Honda_Integra,23952,0.148616,76.36
Acura,Integra Type R,2026-01,Honda_Integra,25036,0.146687,77.36
Acura,Integra Type R,2026-02,Honda_Integra,23618,0.148459,76.09
Acura,Integra Type R,2026-03,Honda_Integra,24974,0.152723,77.38
Acura,Integra Type R,2026-04,Honda_Integra,24334,0.148175,76.68
Acura,Integra Type R,2026-05,Honda_Integra,26116,0.14039,78.09
Acura,Integra Type R,2026-06,Honda_Integra,23439,0.16149,76.25
Acura,Legend,2024-07,Acura_Legend,8272,0.048356,47.59
Acura,Legend,2024-08,Acura_Legend,8145,0.047169,47.16
Acura,Legend,2024-09,Acura_Legend,8317,0.050906,48.06
Acura,Legend,2024-10,Acura_Legend,7890,0.045042,46.48
Acura,Legend,2024-11,Acura_Legend,7820,0.04676,46.51
Acura,Legend,2024-12,Acura_Legend,8746,0.050815,48.71
Acura,Legend,2025-01,Acura_Legend,8500,0.048474,48.05
Acura,Legend,2025-02,Acura_Legend,7473,0.046525,45.75
Acura,Legend,2025-03,Acura_Legend,10473,0.04646,50.81
Acura,Legend,2025-04,Acura_Legend,10283,0.052131,51.22
Acura,Legend,2025-05,Acura_Legend,10230,0.048499,50.7
Acura,Legend,2025-06,Acura_Legend,8834,0.044273,48.0
Acura,Legend,2025-07,Acura_Legend,8139,0.045025,46.95
Acura,Legend,2025-08,Acura_Legend,8893,0.043185,47.97
Acura,Legend,2025-09,Acura_Legend,9197,0.049931,49.3
Acura,Legend,2025-10,Acura_Legend,8254,0.044662,47.08
Acura,Legend,2025-11,Acura_Legend,7632,0.043667,45.8
Acura,Legend,2025-12,Acura_Legend,6960,0.043185,44.22
Acura,Legend,2026-01,Acura_Legend,7951,0.046585,46.76
Acura,Legend,2026-02,Acura_Legend,7523,0.047288,45.92
Acura,Legend,2026-03,Acura_Legend,7413,0.045333,45.46
Acura,Legend,2026-04,Acura_Legend,7804,0.04752,46.57
Acura,Legend,2026-05,Acura_Legend,7915,0.042548,46.19
Acura,Legend,2026-06,Acura_Legend,6254,0.043089,42.31
Acura,MDX,2024-07,Acura_MDX,16875,0.098646,65.87
Acura,MDX,2024-08,Acura_MDX,17575,0.101779,66.91
Acura,MDX,2024-09,Acura_MDX,16768,0.102632,65.89
Acura,MDX,2024-10,Acura_MDX,17648,0.100748,66.95
Acura,MDX,2024-11,Acura_MDX,19048,0.113898,69.74
Acura,MDX,2024-12,Acura_MDX,17194,0.099898,66.41
Acura,MDX,2025-01,Acura_MDX,18207,0.103831,67.98
Acura,MDX,2025-02,Acura_MDX,16908,0.105264,66.37
Acura,MDX,2025-03,Acura_MDX,28146,0.124859,78.79
Acura,MDX,2025-04,Acura_MDX,19890,0.100835,69.83
Acura,MDX,2025-05,Acura_MDX,19430,0.092114,68.74
Acura,MDX,2025-06,Acura_MDX,18049,0.090456,66.95
Acura,MDX,2025-07,Acura_MDX,17803,0.098485,67.1
Acura,MDX,2025-08,Acura_MDX,18964,0.09209,68.25
Acura,MDX,2025-09,Acura_MDX,16698,0.090653,65.04
Acura,MDX,2025-10,Acura_MDX,18054,0.097688,67.43
Acura,MDX,2025-11,Acura_MDX,16839,0.096345,65.55
Acura,MDX,2025-12,Acura_MDX,16592,0.102949,65.65
Acura,MDX,2026-01,Acura_MDX,17722,0.103834,67.28
Acura,MDX,2026-02,Acura_MDX,16626,0.104508,65.84
Acura,MDX,2026-03,Acura_MDX,15692,0.095961,63.85
Acura,MDX,2026-04,Acura_MDX,16554,0.100801,65.45
Acura,MDX,2026-05,Acura_MDX,16047,0.086263,63.87
Acura,MDX,2026-06,Acura_MDX,14070,0.09694,61.35
Acura,NSX NA1,2024-07,Honda_NSX_(first_generation),16624,0.097179,65.28
Acura,NSX NA1,2024-08,Honda_NSX_(first_generation),17267,0.099995,66.47
Acura,NSX NA1,2024-09,Honda_NSX_(first_generation),16565,0.101389,65.49
Acura,NSX NA1,2024-10,Honda_NSX_(first_generation),18919,0.108004,69.31
Acura,NSX NA1,2024-11,Honda_NSX_(first_generation),17562,0.105012,67.12
Acura,NSX NA1,2024-12,Honda_NSX_(first_generation),18484,0.107393,68.68
Acura,NSX NA1,2025-01,Honda_NSX_(first_generation),17862,0.101863,67.38
Acura,NSX NA1,2025-02,Honda_NSX_(first_generation),16587,0.103266,65.66
Acura,NSX NA1,2025-03,Honda_NSX_(first_generation),19011,0.084335,67.8
Acura,NSX NA1,2025-04,Honda_NSX_(first_generation),20908,0.105996,71.41
Acura,NSX NA1,2025-05,Honda_NSX_(first_generation),24155,0.114514,75.23
Acura,NSX NA1,2025-06,Honda_NSX_(first_generation),22045,0.110483,72.92
Acura,NSX NA1,2025-07,Honda_NSX_(first_generation),18376,0.101655,68.07
Acura,NSX NA1,2025-08,Honda_NSX_(first_generation),21057,0.102253,71.34
Acura,NSX NA1,2025-09,Honda_NSX_(first_generation),18476,0.100306,68.12
Acura,NSX NA1,2025-10,Honda_NSX_(first_generation),18883,0.102174,68.79
Acura,NSX NA1,2025-11,Honda_NSX_(first_generation),17788,0.101774,67.22
Acura,NSX NA1,2025-12,Honda_NSX_(first_generation),17275,0.107187,66.99
Acura,NSX NA1,2026-01,Honda_NSX_(first_generation),17770,0.104115,67.36
Acura,NSX NA1,2026-02,Honda_NSX_(first_generation),15491,0.097374,63.64
Acura,NSX NA1,2026-03,Honda_NSX_(first_generation),15529,0.094964,63.53
Acura,NSX NA1,2026-04,Honda_NSX_(first_generation),15797,0.096191,64.02
Acura,NSX NA1,2026-05,Honda_NSX_(first_generation),26317,0.141471,78.37
Acura,NSX NA1,2026-06,Honda_NSX_(first_generation),14917,0.102775,63.05
Acura,NSX NA2,2024-07,Honda_NSX_(first_generation),16624,0.097179,65.28
Acura,NSX NA2,2024-08,Honda_NSX_(first_generation),17267,0.099995,66.47
Acura,NSX NA2,2024-09,Honda_NSX_(first_generation),16565,0.101389,65.49
Acura,NSX NA2,2024-10,Honda_NSX_(first_generation),18919,0.108004,69.31
Acura,NSX NA2,2024-11,Honda_NSX_(first_generation),17562,0.105012,67.12
Acura,NSX NA2,2024-12,Honda_NSX_(first_generation),18484,0.107393,68.68
Acura,NSX NA2,2025-01,Honda_NSX_(first_generation),17862,0.101863,67.38
Acura,NSX NA2,2025-02,Honda_NSX_(first_generation),16587,0.103266,65.66
Acura,NSX NA2,2025-03,Honda_NSX_(first_generation),19011,0.084335,67.8
Acura,NSX NA2,2025-04,Honda_NSX_(first_generation),20908,0.105996,71.41
Acura,NSX NA2,2025-05,Honda_NSX_(first_generation),24155,0.114514,75.23
Acura,NSX NA2,2025-06,Honda_NSX_(first_generation),22045,0.110483,72.92
Acura,NSX NA2,2025-07,Honda_NSX_(first_generation),18376,0.101655,68.07
Acura,NSX NA2,2025-08,Honda_NSX_(first_generation),21057,0.102253,71.34
Acura,NSX NA2,2025-09,Honda_NSX_(first_generation),18476,0.100306,68.12
Acura,NSX NA2,2025-10,Honda_NSX_(first_generation),18883,0.102174,68.79
Acura,NSX NA2,2025-11,Honda_NSX_(first_generation),17788,0.101774,67.22
Acura,NSX NA2,2025-12,Honda_NSX_(first_generation),17275,0.107187,66.99
Acura,NSX NA2,2026-01,Honda_NSX_(first_generation),17770,0.104115,67.36
Acura,NSX NA2,2026-02,Honda_NSX_(first_generation),15491,0.097374,63.64
Acura,NSX NA2,2026-03,Honda_NSX_(first_generation),15529,0.094964,63.53
Acura,NSX NA2,2026-04,Honda_NSX_(first_generation),15797,0.096191,64.02
Acura,NSX NA2,2026-05,Honda_NSX_(first_generation),26317,0.141471,78.37
Acura,NSX NA2,2026-06,Honda_NSX_(first_generation),14917,0.102775,63.05
Acura,NSX NC1,2024-07,Honda_NSX_(second_generation),13835,0.080875,60.0
Acura,NSX NC1,2024-08,Honda_NSX_(second_generation),14057,0.081406,60.37
Acura,NSX NC1,2024-09,Honda_NSX_(second_generation),14479,0.088622,61.48
Acura,NSX NC1,2024-10,Honda_NSX_(second_generation),16726,0.095485,65.32
Acura,NSX NC1,2024-11,Honda_NSX_(second_generation),15567,0.093083,63.48
Acura,NSX NC1,2024-12,Honda_NSX_(second_generation),17619,0.102368,67.03
Acura,NSX NC1,2025-01,Honda_NSX_(second_generation),15758,0.089864,63.65
Acura,NSX NC1,2025-02,Honda_NSX_(second_generation),14519,0.090391,61.68
Acura,NSX NC1,2025-03,Honda_NSX_(second_generation),16196,0.071847,62.81
Acura,NSX NC1,2025-04,Honda_NSX_(second_generation),17845,0.090468,66.61
Acura,NSX NC1,2025-05,Honda_NSX_(second_generation),19375,0.091853,68.67
Acura,NSX NC1,2025-06,Honda_NSX_(second_generation),17603,0.088221,66.1
Acura,NSX NC1,2025-07,Honda_NSX_(second_generation),15697,0.086835,63.35
Acura,NSX NC1,2025-08,Honda_NSX_(second_generation),19031,0.092415,68.35
Acura,NSX NC1,2025-09,Honda_NSX_(second_generation),16092,0.087363,63.97
Acura,NSX NC1,2025-10,Honda_NSX_(second_generation),16681,0.090259,64.97
Acura,NSX NC1,2025-11,Honda_NSX_(second_generation),15804,0.090423,63.73
Acura,NSX NC1,2025-12,Honda_NSX_(second_generation),15464,0.09595,63.5
Acura,NSX NC1,2026-01,Honda_NSX_(second_generation),14688,0.086058,61.63
Acura,NSX NC1,2026-02,Honda_NSX_(second_generation),13357,0.08396,59.52
Acura,NSX NC1,2026-03,Honda_NSX_(second_generation),14053,0.085938,60.71
Acura,NSX NC1,2026-04,Honda_NSX_(second_generation),13245,0.080652,59.17
Acura,NSX NC1,2026-05,Honda_NSX_(second_generation),15264,0.082054,62.33
Acura,NSX NC1,2026-06,Honda_NSX_(second_generation),12120,0.083504,57.72
Acura,RL,2024-07,Acura_RL,7509,0.043895,45.52
Acura,RL,2024-08,Acura_RL,5748,0.033287,39.13
Acura,RL,2024-09,Acura_RL,5529,0.033841,38.78
Acura,RL,2024-10,Acura_RL,5434,0.031021,37.81
Acura,RL,2024-11,Acura_RL,5160,0.030854,37.21
Acura,RL,2024-12,Acura_RL,5570,0.032362,38.48
Acura,RL,2025-01,Acura_RL,5570,0.031764,38.29
Acura,RL,2025-02,Acura_RL,5021,0.031259,37.04
Acura,RL,2025-03,Acura_RL,6726,0.029837,40.73
Acura,RL,2025-04,Acura_RL,5939,0.030109,38.74
Acura,RL,2025-05,Acura_RL,5966,0.028284,38.33
Acura,RL,2025-06,Acura_RL,5350,0.026813,35.91
Acura,RL,2025-07,Acura_RL,5667,0.03135,38.42
Acura,RL,2025-08,Acura_RL,5765,0.027995,37.79
Acura,RL,2025-09,Acura_RL,5506,0.029892,37.7
Acura,RL,2025-10,Acura_RL,5994,0.032433,39.49
Acura,RL,2025-11,Acura_RL,5377,0.030765,37.6
Acura,RL,2025-12,Acura_RL,4978,0.030887,36.85
Acura,RL,2026-01,Acura_RL,5811,0.034047,39.53
Acura,RL,2026-02,Acura_RL,6039,0.03796,40.91
Acura,RL,2026-03,Acura_RL,5551,0.033946,38.85
Acura,RL,2026-04,Acura_RL,5248,0.031956,37.67
Acura,RL,2026-05,Acura_RL,5464,0.029373,37.47
Acura,RL,2026-06,Acura_RL,4599,0.031686,36.21
Acura,RSX,2024-07,Acura_RSX,1723,0.010072,19.26
Acura,RSX,2024-08,Acura_RSX,1767,0.010233,19.54
Acura,RSX,2024-09,Acura_RSX,1587,0.009714,18.47
Acura,RSX,2024-10,Acura_RSX,1665,0.009505,18.59
Acura,RSX,2024-11,Acura_RSX,1541,0.009214,17.83
Acura,RSX,2024-12,Acura_RSX,1538,0.008936,17.54
Acura,RSX,2025-01,Acura_RSX,2301,0.013122,23.0
Acura,RSX,2025-02,Acura_RSX,2716,0.016909,26.1
Acura,RSX,2025-03,Acura_RSX,4531,0.0201,32.01
Acura,RSX,2025-04,Acura_RSX,5778,0.029292,38.16
Acura,RSX,2025-05,Acura_RSX,6379,0.030242,39.86
Acura,RSX,2025-06,Acura_RSX,7638,0.038279,44.92
Acura,RSX,2025-07,Acura_RSX,6308,0.034896,40.89
Acura,RSX,2025-08,Acura_RSX,9829,0.04773,49.94
Acura,RSX,2025-09,Acura_RSX,7460,0.0405,44.95
Acura,RSX,2025-10,Acura_RSX,7515,0.040663,45.09
Acura,RSX,2025-11,Acura_RSX,7106,0.040657,44.16
Acura,RSX,2025-12,Acura_RSX,6294,0.039053,41.81
Acura,RSX,2026-01,Acura_RSX,6759,0.039601,43.22
Acura,RSX,2026-02,Acura_RSX,6295,0.039569,41.93
Acura,RSX,2026-03,Acura_RSX,7790,0.047638,46.57
Acura,RSX,2026-04,Acura_RSX,7332,0.044646,45.21
Acura,RSX,2026-05,Acura_RSX,7427,0.039925,44.77
Acura,RSX,2026-06,Acura_RSX,5794,0.03992,40.79
Acura,TL,2024-07,Acura_TL,13747,0.080361,59.86
Acura,TL,2024-08,Acura_TL,14514,0.084052,61.25
Acura,TL,2024-09,Acura_TL,13272,0.081234,59.25
Acura,TL,2024-10,Acura_TL,13497,0.077051,59.25
Acura,TL,2024-11,Acura_TL,11802,0.07057,55.99
Acura,TL,2024-12,Acura_TL,12094,0.070267,56.33
Acura,TL,2025-01,Acura_TL,12594,0.071821,57.38
Acura,TL,2025-02,Acura_TL,11542,0.071857,55.86
Acura,TL,2025-03,Acura_TL,13855,0.061463,57.78
Acura,TL,2025-04,Acura_TL,14078,0.07137,59.41
Acura,TL,2025-05,Acura_TL,15158,0.071861,61.16
Acura,TL,2025-06,Acura_TL,14504,0.07269,60.33
Acura,TL,2025-07,Acura_TL,13208,0.073066,58.48
Acura,TL,2025-08,Acura_TL,15053,0.073098,61.18
Acura,TL,2025-09,Acura_TL,13575,0.073699,59.02
Acura,TL,2025-10,Acura_TL,13657,0.073897,59.17
Acura,TL,2025-11,Acura_TL,13262,0.075879,58.88
Acura,TL,2025-12,Acura_TL,11516,0.071454,55.72
Acura,TL,2026-01,Acura_TL,12519,0.07335,57.53
Acura,TL,2026-02,Acura_TL,13064,0.082118,59.01
Acura,TL,2026-03,Acura_TL,12919,0.079003,58.61
Acura,TL,2026-04,Acura_TL,15173,0.092392,62.77
Acura,TL,2026-05,Acura_TL,11497,0.061804,54.43
Acura,TL,2026-06,Acura_TL,9810,0.067589,52.36
Acura,TSX,2024-07,Acura_TSX,13472,0.078753,59.31
Acura,TSX,2024-08,Acura_TSX,14478,0.083844,61.15
Acura,TSX,2024-09,Acura_TSX,12729,0.07791,58.28
Acura,TSX,2024-10,Acura_TSX,12771,0.072907,57.84
Acura,TSX,2024-11,Acura_TSX,12017,0.071856,56.56
Acura,TSX,2024-12,Acura_TSX,11823,0.068692,55.79
Acura,TSX,2025-01,Acura_TSX,12870,0.073395,58.04
Acura,TSX,2025-02,Acura_TSX,11798,0.073451,56.51
Acura,TSX,2025-03,Acura_TSX,16764,0.074367,63.93
Acura,TSX,2025-04,Acura_TSX,13983,0.070889,59.17
Acura,TSX,2025-05,Acura_TSX,14201,0.067324,59.01
Acura,TSX,2025-06,Acura_TSX,13696,0.06864,58.45
Acura,TSX,2025-07,Acura_TSX,12432,0.068773,56.68
Acura,TSX,2025-08,Acura_TSX,13983,0.067902,58.79
Acura,TSX,2025-09,Acura_TSX,12642,0.068633,56.98
Acura,TSX,2025-10,Acura_TSX,12521,0.06775,56.69
Acura,TSX,2025-11,Acura_TSX,12103,0.069247,56.24
Acura,TSX,2025-12,Acura_TSX,11012,0.068327,54.42
Acura,TSX,2026-01,Acura_TSX,12796,0.074972,58.09
Acura,TSX,2026-02,Acura_TSX,12090,0.075996,57.17
Acura,TSX,2026-03,Acura_TSX,11709,0.071604,56.09
Acura,TSX,2026-04,Acura_TSX,12088,0.073606,56.9
Acura,TSX,2026-05,Acura_TSX,10904,0.058616,52.99
Acura,TSX,2026-06,Acura_TSX,9510,0.065522,51.58
Acura,VIGOR,2024-07,Honda_Vigor,3604,0.021068,30.05
Acura,VIGOR,2024-08,Honda_Vigor,3742,0.02167,30.71
Acura,VIGOR,2024-09,Honda_Vigor,3373,0.020645,29.35
Acura,VIGOR,2024-10,Honda_Vigor,3996,0.022812,31.72
Acura,VIGOR,2024-11,Honda_Vigor,3458,0.020677,29.55
Acura,VIGOR,2024-12,Honda_Vigor,3651,0.021213,30.23
Acura,VIGOR,2025-01,Honda_Vigor,3759,0.021437,30.65
Acura,VIGOR,2025-02,Honda_Vigor,3887,0.024199,31.88
Acura,VIGOR,2025-03,Honda_Vigor,4118,0.018268,30.19
Acura,VIGOR,2025-04,Honda_Vigor,3606,0.018281,28.89
Acura,VIGOR,2025-05,Honda_Vigor,5962,0.028265,38.31
Acura,VIGOR,2025-06,Honda_Vigor,3362,0.016849,27.61
Acura,VIGOR,2025-07,Honda_Vigor,3893,0.021536,31.02
Acura,VIGOR,2025-08,Honda_Vigor,3977,0.019312,30.3
Acura,VIGOR,2025-09,Honda_Vigor,3792,0.020587,30.34
Acura,VIGOR,2025-10,Honda_Vigor,3396,0.018375,28.44
Acura,VIGOR,2025-11,Honda_Vigor,3425,0.019596,29.07
Acura,VIGOR,2025-12,Honda_Vigor,2867,0.017789,26.92
Acura,VIGOR,2026-01,Honda_Vigor,3401,0.019927,29.14
Acura,VIGOR,2026-02,Honda_Vigor,2842,0.017864,26.9
Acura,VIGOR,2026-03,Honda_Vigor,4048,0.024755,32.43
Acura,VIGOR,2026-04,Honda_Vigor,3228,0.019656,28.61
Acura,VIGOR,2026-05,Honda_Vigor,3153,0.016949,27.17
Acura,VIGOR,2026-06,Honda_Vigor,3067,0.021131,28.84
Airstream,Airstream Motorhome,2024-07,Airstream,8657,0.5,58.82
Airstream,Airstream Motorhome,2024-08,Airstream,9260,0.5,59.74
Airstream,Airstream Motorhome,2024-09,Airstream,7223,0.5,56.03
Airstream,Airstream Motorhome,2024-10,Airstream,6867,0.5,55.22
Airstream,Airstream Motorhome,2024-11,Airstream,6506,0.5,54.28
Airstream,Airstream Motorhome,2024-12,Airstream,5693,0.5,52.28
Airstream,Airstream Motorhome,2025-01,Airstream,6802,0.5,55.1
Airstream,Airstream Motorhome,2025-02,Airstream,7302,0.5,56.22
Airstream,Airstream Motorhome,2025-03,Airstream,8033,0.5,57.78
Airstream,Airstream Motorhome,2025-04,Airstream,12026,0.5,64.23
Airstream,Airstream Motorhome,2025-05,Airstream,10554,0.5,61.84
Airstream,Airstream Motorhome,2025-06,Airstream,16735,0.5,71.22
Airstream,Airstream Motorhome,2025-07,Airstream,11321,0.5,63.15
Airstream,Airstream Motorhome,2025-08,Airstream,8884,0.5,59.2
Airstream,Airstream Motorhome,2025-09,Airstream,7707,0.5,57.16
Airstream,Airstream Motorhome,2025-10,Airstream,7484,0.5,56.65
Airstream,Airstream Motorhome,2025-11,Airstream,6461,0.5,54.17
Airstream,Airstream Motorhome,2025-12,Airstream,6986,0.5,55.52
Airstream,Airstream Motorhome,2026-01,Airstream,7491,0.5,56.66
Airstream,Airstream Motorhome,2026-02,Airstream,5552,0.5,51.93
Airstream,Airstream Motorhome,2026-03,Airstream,6450,0.5,54.14
Airstream,Airstream Motorhome,2026-04,Airstream,6624,0.5,54.59
Airstream,Airstream Motorhome,2026-05,Airstream,8374,0.5,58.42
Airstream,Airstream Motorhome,2026-06,Airstream,8683,0.5,58.86
Airstream,Airstream Trailer,2024-07,Airstream,8657,0.5,58.82
Airstream,Airstream Trailer,2024-08,Airstream,9260,0.5,59.74
Airstream,Airstream Trailer,2024-09,Airstream,7223,0.5,56.03
Airstream,Airstream Trailer,2024-10,Airstream,6867,0.5,55.22
Airstream,Airstream Trailer,2024-11,Airstream,6506,0.5,54.28
Airstream,Airstream Trailer,2024-12,Airstream,5693,0.5,52.28
Airstream,Airstream Trailer,2025-01,Airstream,6802,0.5,55.1
Airstream,Airstream Trailer,2025-02,Airstream,7302,0.5,56.22
Airstream,Airstream Trailer,2025-03,Airstream,8033,0.5,57.78
Airstream,Airstream Trailer,2025-04,Airstream,12026,0.5,64.23
