manufacturer,model,month,wiki_slug,wiki_pageviews,wiki_sov,social_score
Mercedes-Benz,E55 AMG WAGON 34,2025-08,Mercedes-Benz_C-Class_(W202),23087,0.004002,46.78
Mercedes-Benz,E55 AMG WAGON 34,2025-09,Mercedes-Benz_C-Class_(W202),20756,0.003901,43.98
Mercedes-Benz,E55 AMG WAGON 34,2025-10,Mercedes-Benz_C-Class_(W202),21785,0.004078,45.25
Mercedes-Benz,E55 AMG WAGON 34,2025-11,Mercedes-Benz_C-Class_(W202),19880,0.003778,42.74
Mercedes-Benz,E55 AMG WAGON 34,2025-12,Mercedes-Benz_C-Class_(W202),19008,0.003665,41.62
Mercedes-Benz,E55 AMG WAGON 34,2026-01,Mercedes-Benz_C-Class_(W202),18672,0.003586,41.0
Mercedes-Benz,E55 AMG WAGON 34,2026-02,Mercedes-Benz_C-Class_(W202),17688,0.003652,39.69
Mercedes-Benz,E55 AMG WAGON 34,2026-03,Mercedes-Benz_C-Class_(W202),17374,0.003155,38.59
Mercedes-Benz,E55 AMG WAGON 34,2026-04,Mercedes-Benz_C-Class_(W202),16875,0.003485,38.4
Mercedes-Benz,E55 AMG WAGON 34,2026-05,Mercedes-Benz_C-Class_(W202),16932,0.003125,38.02
Mercedes-Benz,E55 AMG WAGON 34,2026-06,Mercedes-Benz_C-Class_(W202),14840,0.003408,35.12
Mercedes-Benz,E60 AMG LIMITED,2024-07,Mercedes-Benz_500_E,10689,0.001991,27.03
Mercedes-Benz,E60 AMG LIMITED,2024-08,Mercedes-Benz_500_E,11459,0.002186,28.64
Mercedes-Benz,E60 AMG LIMITED,2024-09,Mercedes-Benz_500_E,10553,0.002071,26.92
Mercedes-Benz,E60 AMG LIMITED,2024-10,Mercedes-Benz_500_E,10824,0.001994,27.25
Mercedes-Benz,E60 AMG LIMITED,2024-11,Mercedes-Benz_500_E,10589,0.00212,27.07
Mercedes-Benz,E60 AMG LIMITED,2024-12,Mercedes-Benz_500_E,11480,0.002179,28.65
Mercedes-Benz,E60 AMG LIMITED,2025-01,Mercedes-Benz_500_E,10696,0.002067,27.18
Mercedes-Benz,E60 AMG LIMITED,2025-02,Mercedes-Benz_500_E,8848,0.001928,24.0
Mercedes-Benz,E60 AMG LIMITED,2025-03,Mercedes-Benz_500_E,11283,0.001913,27.92
Mercedes-Benz,E60 AMG LIMITED,2025-04,Mercedes-Benz_500_E,11413,0.00191,28.1
Mercedes-Benz,E60 AMG LIMITED,2025-05,Mercedes-Benz_500_E,10104,0.0018,25.75
Mercedes-Benz,E60 AMG LIMITED,2025-06,Mercedes-Benz_500_E,8663,0.001533,22.95
Mercedes-Benz,E60 AMG LIMITED,2025-07,Mercedes-Benz_500_E,8481,0.001619,22.87
Mercedes-Benz,E60 AMG LIMITED,2025-08,Mercedes-Benz_500_E,9654,0.001673,24.79
Mercedes-Benz,E60 AMG LIMITED,2025-09,Mercedes-Benz_500_E,8982,0.001688,23.78
Mercedes-Benz,E60 AMG LIMITED,2025-10,Mercedes-Benz_500_E,11528,0.002158,28.69
Mercedes-Benz,E60 AMG LIMITED,2025-11,Mercedes-Benz_500_E,9699,0.001843,25.17
Mercedes-Benz,E60 AMG LIMITED,2025-12,Mercedes-Benz_500_E,8686,0.001675,23.27
Mercedes-Benz,E60 AMG LIMITED,2026-01,Mercedes-Benz_500_E,9340,0.001794,24.52
Mercedes-Benz,E60 AMG LIMITED,2026-02,Mercedes-Benz_500_E,8809,0.001819,23.76
Mercedes-Benz,E60 AMG LIMITED,2026-03,Mercedes-Benz_500_E,8728,0.001585,23.15
Mercedes-Benz,E60 AMG LIMITED,2026-04,Mercedes-Benz_500_E,8112,0.001675,22.35
Mercedes-Benz,E60 AMG LIMITED,2026-05,Mercedes-Benz_500_E,7112,0.001313,19.48
Mercedes-Benz,E60 AMG LIMITED,2026-06,Mercedes-Benz_500_E,6446,0.00148,18.15
Mercedes-Benz,E63 AMG,2024-12,Mercedes-Benz_E63_AMG_(V8_Supercar),655,0.000124,1.11
Mercedes-Benz,E63 AMG,2025-01,Mercedes-Benz_E63_AMG_(V8_Supercar),1052,0.000203,2.33
Mercedes-Benz,E63 AMG,2025-02,Mercedes-Benz_E63_AMG_(V8_Supercar),1473,0.000321,3.76
Mercedes-Benz,E63 AMG,2025-03,Mercedes-Benz_E63_AMG_(V8_Supercar),3085,0.000523,8.72
Mercedes-Benz,E63 AMG,2025-04,Mercedes-Benz_E63_AMG_(V8_Supercar),2051,0.000343,5.74
Mercedes-Benz,E63 AMG,2025-05,Mercedes-Benz_E63_AMG_(V8_Supercar),2498,0.000445,7.14
Mercedes-Benz,E63 AMG,2025-06,Mercedes-Benz_E63_AMG_(V8_Supercar),3050,0.00054,8.65
Mercedes-Benz,E63 AMG,2025-07,Mercedes-Benz_E63_AMG_(V8_Supercar),2135,0.000408,6.07
Mercedes-Benz,E63 AMG,2025-08,Mercedes-Benz_E63_AMG_(V8_Supercar),2587,0.000448,7.39
Mercedes-Benz,E63 AMG,2025-09,Mercedes-Benz_E63_AMG_(V8_Supercar),2621,0.000493,7.57
Mercedes-Benz,E63 AMG,2025-10,Mercedes-Benz_E63_AMG_(V8_Supercar),3103,0.000581,8.84
Mercedes-Benz,E63 AMG,2025-11,Mercedes-Benz_E63_AMG_(V8_Supercar),2529,0.000481,7.3
Mercedes-Benz,E63 AMG,2025-12,Mercedes-Benz_E63_AMG_(V8_Supercar),2535,0.000489,7.35
Mercedes-Benz,E63 AMG,2026-01,Mercedes-Benz_E63_AMG_(V8_Supercar),2508,0.000482,7.25
Mercedes-Benz,E63 AMG,2026-02,Mercedes-Benz_E63_AMG_(V8_Supercar),2497,0.000516,7.26
Mercedes-Benz,E63 AMG,2026-03,Mercedes-Benz_E63_AMG_(V8_Supercar),2116,0.000384,5.99
Mercedes-Benz,E63 AMG,2026-04,Mercedes-Benz_E63_AMG_(V8_Supercar),1809,0.000374,5.04
Mercedes-Benz,E63 AMG,2026-05,Mercedes-Benz_E63_AMG_(V8_Supercar),2178,0.000402,6.2
Mercedes-Benz,E63 AMG,2026-06,Mercedes-Benz_E63_AMG_(V8_Supercar),1572,0.000361,4.16
Mercedes-Benz,E63 AMG 12,2024-12,Mercedes-Benz_E63_AMG_(V8_Supercar),655,0.000124,1.11
Mercedes-Benz,E63 AMG 12,2025-01,Mercedes-Benz_E63_AMG_(V8_Supercar),1052,0.000203,2.33
Mercedes-Benz,E63 AMG 12,2025-02,Mercedes-Benz_E63_AMG_(V8_Supercar),1473,0.000321,3.76
Mercedes-Benz,E63 AMG 12,2025-03,Mercedes-Benz_E63_AMG_(V8_Supercar),3085,0.000523,8.72
Mercedes-Benz,E63 AMG 12,2025-04,Mercedes-Benz_E63_AMG_(V8_Supercar),2051,0.000343,5.74
Mercedes-Benz,E63 AMG 12,2025-05,Mercedes-Benz_E63_AMG_(V8_Supercar),2498,0.000445,7.14
Mercedes-Benz,E63 AMG 12,2025-06,Mercedes-Benz_E63_AMG_(V8_Supercar),3050,0.00054,8.65
Mercedes-Benz,E63 AMG 12,2025-07,Mercedes-Benz_E63_AMG_(V8_Supercar),2135,0.000408,6.07
Mercedes-Benz,E63 AMG 12,2025-08,Mercedes-Benz_E63_AMG_(V8_Supercar),2587,0.000448,7.39
Mercedes-Benz,E63 AMG 12,2025-09,Mercedes-Benz_E63_AMG_(V8_Supercar),2621,0.000493,7.57
Mercedes-Benz,E63 AMG 12,2025-10,Mercedes-Benz_E63_AMG_(V8_Supercar),3103,0.000581,8.84
Mercedes-Benz,E63 AMG 12,2025-11,Mercedes-Benz_E63_AMG_(V8_Supercar),2529,0.000481,7.3
Mercedes-Benz,E63 AMG 12,2025-12,Mercedes-Benz_E63_AMG_(V8_Supercar),2535,0.000489,7.35
Mercedes-Benz,E63 AMG 12,2026-01,Mercedes-Benz_E63_AMG_(V8_Supercar),2508,0.000482,7.25
Mercedes-Benz,E63 AMG 12,2026-02,Mercedes-Benz_E63_AMG_(V8_Supercar),2497,0.000516,7.26
Mercedes-Benz,E63 AMG 12,2026-03,Mercedes-Benz_E63_AMG_(V8_Supercar),2116,0.000384,5.99
Mercedes-Benz,E63 AMG 12,2026-04,Mercedes-Benz_E63_AMG_(V8_Supercar),1809,0.000374,5.04
Mercedes-Benz,E63 AMG 12,2026-05,Mercedes-Benz_E63_AMG_(V8_Supercar),2178,0.000402,6.2
Mercedes-Benz,E63 AMG 12,2026-06,Mercedes-Benz_E63_AMG_(V8_Supercar),1572,0.000361,4.16
Mercedes-Benz,E63 AMG 37,2024-12,Mercedes-Benz_E63_AMG_(V8_Supercar),655,0.000124,1.11
Mercedes-Benz,E63 AMG 37,2025-01,Mercedes-Benz_E63_AMG_(V8_Supercar),1052,0.000203,2.33
Mercedes-Benz,E63 AMG 37,2025-02,Mercedes-Benz_E63_AMG_(V8_Supercar),1473,0.000321,3.76
Mercedes-Benz,E63 AMG 37,2025-03,Mercedes-Benz_E63_AMG_(V8_Supercar),3085,0.000523,8.72
Mercedes-Benz,E63 AMG 37,2025-04,Mercedes-Benz_E63_AMG_(V8_Supercar),2051,0.000343,5.74
Mercedes-Benz,E63 AMG 37,2025-05,Mercedes-Benz_E63_AMG_(V8_Supercar),2498,0.000445,7.14
Mercedes-Benz,E63 AMG 37,2025-06,Mercedes-Benz_E63_AMG_(V8_Supercar),3050,0.00054,8.65
Mercedes-Benz,E63 AMG 37,2025-07,Mercedes-Benz_E63_AMG_(V8_Supercar),2135,0.000408,6.07
Mercedes-Benz,E63 AMG 37,2025-08,Mercedes-Benz_E63_AMG_(V8_Supercar),2587,0.000448,7.39
Mercedes-Benz,E63 AMG 37,2025-09,Mercedes-Benz_E63_AMG_(V8_Supercar),2621,0.000493,7.57
Mercedes-Benz,E63 AMG 37,2025-10,Mercedes-Benz_E63_AMG_(V8_Supercar),3103,0.000581,8.84
Mercedes-Benz,E63 AMG 37,2025-11,Mercedes-Benz_E63_AMG_(V8_Supercar),2529,0.000481,7.3
Mercedes-Benz,E63 AMG 37,2025-12,Mercedes-Benz_E63_AMG_(V8_Supercar),2535,0.000489,7.35
Mercedes-Benz,E63 AMG 37,2026-01,Mercedes-Benz_E63_AMG_(V8_Supercar),2508,0.000482,7.25
Mercedes-Benz,E63 AMG 37,2026-02,Mercedes-Benz_E63_AMG_(V8_Supercar),2497,0.000516,7.26
Mercedes-Benz,E63 AMG 37,2026-03,Mercedes-Benz_E63_AMG_(V8_Supercar),2116,0.000384,5.99
Mercedes-Benz,E63 AMG 37,2026-04,Mercedes-Benz_E63_AMG_(V8_Supercar),1809,0.000374,5.04
Mercedes-Benz,E63 AMG 37,2026-05,Mercedes-Benz_E63_AMG_(V8_Supercar),2178,0.000402,6.2
Mercedes-Benz,E63 AMG 37,2026-06,Mercedes-Benz_E63_AMG_(V8_Supercar),1572,0.000361,4.16
Mercedes-Benz,E63 AMG S MODEL SEDAN,2024-07,Mercedes-AMG,32324,0.006021,57.98
Mercedes-Benz,E63 AMG S MODEL SEDAN,2024-08,Mercedes-AMG,29237,0.005576,54.36
Mercedes-Benz,E63 AMG S MODEL SEDAN,2024-09,Mercedes-AMG,28792,0.00565,54.06
Mercedes-Benz,E63 AMG S MODEL SEDAN,2024-10,Mercedes-AMG,30374,0.005597,55.3
Mercedes-Benz,E63 AMG S MODEL SEDAN,2024-11,Mercedes-AMG,29001,0.005806,54.75
Mercedes-Benz,E63 AMG S MODEL SEDAN,2024-12,Mercedes-AMG,30466,0.005784,55.9
Mercedes-Benz,E63 AMG S MODEL SEDAN,2025-01,Mercedes-AMG,28564,0.005519,53.54
Mercedes-Benz,E63 AMG S MODEL SEDAN,2025-02,Mercedes-AMG,24883,0.005421,50.51
Mercedes-Benz,E63 AMG S MODEL SEDAN,2025-03,Mercedes-AMG,30273,0.005133,54.28
Mercedes-Benz,E63 AMG S MODEL SEDAN,2025-04,Mercedes-AMG,31190,0.005219,55.49
Mercedes-Benz,E63 AMG S MODEL SEDAN,2025-05,Mercedes-AMG,29314,0.005221,53.88
Mercedes-Benz,E63 AMG S MODEL SEDAN,2025-06,Mercedes-AMG,34463,0.0061,59.24
Mercedes-Benz,E63 AMG S MODEL SEDAN,2025-07,Mercedes-AMG,32154,0.006139,58.01
Mercedes-Benz,E63 AMG S MODEL SEDAN,2025-08,Mercedes-AMG,32951,0.005712,57.61
Mercedes-Benz,E63 AMG S MODEL SEDAN,2025-09,Mercedes-AMG,30861,0.005799,56.39
Mercedes-Benz,E63 AMG S MODEL SEDAN,2025-10,Mercedes-AMG,30568,0.005722,55.86
Mercedes-Benz,E63 AMG S MODEL SEDAN,2025-11,Mercedes-AMG,31182,0.005925,56.93
Mercedes-Benz,E63 AMG S MODEL SEDAN,2025-12,Mercedes-AMG,29610,0.005708,54.98
Mercedes-Benz,E63 AMG S MODEL SEDAN,2026-01,Mercedes-AMG,30693,0.005895,56.39
Mercedes-Benz,E63 AMG S MODEL SEDAN,2026-02,Mercedes-AMG,29071,0.006003,55.25
Mercedes-Benz,E63 AMG S MODEL SEDAN,2026-03,Mercedes-AMG,37626,0.006832,61.72
Mercedes-Benz,E63 AMG S MODEL SEDAN,2026-04,Mercedes-AMG,30800,0.006361,57.34
Mercedes-Benz,E63 AMG S MODEL SEDAN,2026-05,Mercedes-AMG,34969,0.006454,60.1
Mercedes-Benz,E63 AMG S MODEL SEDAN,2026-06,Mercedes-AMG,26940,0.006186,53.9
Mercedes-Benz,E63 AMG SEDAN,2024-07,Mercedes-AMG,32324,0.006021,57.98
Mercedes-Benz,E63 AMG SEDAN,2024-08,Mercedes-AMG,29237,0.005576,54.36
Mercedes-Benz,E63 AMG SEDAN,2024-09,Mercedes-AMG,28792,0.00565,54.06
Mercedes-Benz,E63 AMG SEDAN,2024-10,Mercedes-AMG,30374,0.005597,55.3
Mercedes-Benz,E63 AMG SEDAN,2024-11,Mercedes-AMG,29001,0.005806,54.75
Mercedes-Benz,E63 AMG SEDAN,2024-12,Mercedes-AMG,30466,0.005784,55.9
Mercedes-Benz,E63 AMG SEDAN,2025-01,Mercedes-AMG,28564,0.005519,53.54
Mercedes-Benz,E63 AMG SEDAN,2025-02,Mercedes-AMG,24883,0.005421,50.51
Mercedes-Benz,E63 AMG SEDAN,2025-03,Mercedes-AMG,30273,0.005133,54.28
Mercedes-Benz,E63 AMG SEDAN,2025-04,Mercedes-AMG,31190,0.005219,55.49
Mercedes-Benz,E63 AMG SEDAN,2025-05,Mercedes-AMG,29314,0.005221,53.88
Mercedes-Benz,E63 AMG SEDAN,2025-06,Mercedes-AMG,34463,0.0061,59.24
Mercedes-Benz,E63 AMG SEDAN,2025-07,Mercedes-AMG,32154,0.006139,58.01
Mercedes-Benz,E63 AMG SEDAN,2025-08,Mercedes-AMG,32951,0.005712,57.61
Mercedes-Benz,E63 AMG SEDAN,2025-09,Mercedes-AMG,30861,0.005799,56.39
Mercedes-Benz,E63 AMG SEDAN,2025-10,Mercedes-AMG,30568,0.005722,55.86
Mercedes-Benz,E63 AMG SEDAN,2025-11,Mercedes-AMG,31182,0.005925,56.93
Mercedes-Benz,E63 AMG SEDAN,2025-12,Mercedes-AMG,29610,0.005708,54.98
Mercedes-Benz,E63 AMG SEDAN,2026-01,Mercedes-AMG,30693,0.005895,56.39
Mercedes-Benz,E63 AMG SEDAN,2026-02,Mercedes-AMG,29071,0.006003,55.25
Mercedes-Benz,E63 AMG SEDAN,2026-03,Mercedes-AMG,37626,0.006832,61.72
Mercedes-Benz,E63 AMG SEDAN,2026-04,Mercedes-AMG,30800,0.006361,57.34
Mercedes-Benz,E63 AMG SEDAN,2026-05,Mercedes-AMG,34969,0.006454,60.1
Mercedes-Benz,E63 AMG SEDAN,2026-06,Mercedes-AMG,26940,0.006186,53.9
Mercedes-Benz,E63 AMG WAGON,2024-07,Mercedes-AMG,32324,0.006021,57.98
Mercedes-Benz,E63 AMG WAGON,2024-08,Mercedes-AMG,29237,0.005576,54.36
Mercedes-Benz,E63 AMG WAGON,2024-09,Mercedes-AMG,28792,0.00565,54.06
Mercedes-Benz,E63 AMG WAGON,2024-10,Mercedes-AMG,30374,0.005597,55.3
Mercedes-Benz,E63 AMG WAGON,2024-11,Mercedes-AMG,29001,0.005806,54.75
Mercedes-Benz,E63 AMG WAGON,2024-12,Mercedes-AMG,30466,0.005784,55.9
Mercedes-Benz,E63 AMG WAGON,2025-01,Mercedes-AMG,28564,0.005519,53.54
Mercedes-Benz,E63 AMG WAGON,2025-02,Mercedes-AMG,24883,0.005421,50.51
Mercedes-Benz,E63 AMG WAGON,2025-03,Mercedes-AMG,30273,0.005133,54.28
Mercedes-Benz,E63 AMG WAGON,2025-04,Mercedes-AMG,31190,0.005219,55.49
Mercedes-Benz,E63 AMG WAGON,2025-05,Mercedes-AMG,29314,0.005221,53.88
Mercedes-Benz,E63 AMG WAGON,2025-06,Mercedes-AMG,34463,0.0061,59.24
Mercedes-Benz,E63 AMG WAGON,2025-07,Mercedes-AMG,32154,0.006139,58.01
Mercedes-Benz,E63 AMG WAGON,2025-08,Mercedes-AMG,32951,0.005712,57.61
Mercedes-Benz,E63 AMG WAGON,2025-09,Mercedes-AMG,30861,0.005799,56.39
Mercedes-Benz,E63 AMG WAGON,2025-10,Mercedes-AMG,30568,0.005722,55.86
Mercedes-Benz,E63 AMG WAGON,2025-11,Mercedes-AMG,31182,0.005925,56.93
Mercedes-Benz,E63 AMG WAGON,2025-12,Mercedes-AMG,29610,0.005708,54.98
Mercedes-Benz,E63 AMG WAGON,2026-01,Mercedes-AMG,30693,0.005895,56.39
Mercedes-Benz,E63 AMG WAGON,2026-02,Mercedes-AMG,29071,0.006003,55.25
Mercedes-Benz,E63 AMG WAGON,2026-03,Mercedes-AMG,37626,0.006832,61.72
Mercedes-Benz,E63 AMG WAGON,2026-04,Mercedes-AMG,30800,0.006361,57.34
Mercedes-Benz,E63 AMG WAGON,2026-05,Mercedes-AMG,34969,0.006454,60.1
Mercedes-Benz,E63 AMG WAGON,2026-06,Mercedes-AMG,26940,0.006186,53.9
Mercedes-Benz,E63 S AMG SEDAN,2024-07,Mercedes-AMG,32324,0.006021,57.98
Mercedes-Benz,E63 S AMG SEDAN,2024-08,Mercedes-AMG,29237,0.005576,54.36
Mercedes-Benz,E63 S AMG SEDAN,2024-09,Mercedes-AMG,28792,0.00565,54.06
Mercedes-Benz,E63 S AMG SEDAN,2024-10,Mercedes-AMG,30374,0.005597,55.3
Mercedes-Benz,E63 S AMG SEDAN,2024-11,Mercedes-AMG,29001,0.005806,54.75
Mercedes-Benz,E63 S AMG SEDAN,2024-12,Mercedes-AMG,30466,0.005784,55.9
Mercedes-Benz,E63 S AMG SEDAN,2025-01,Mercedes-AMG,28564,0.005519,53.54
Mercedes-Benz,E63 S AMG SEDAN,2025-02,Mercedes-AMG,24883,0.005421,50.51
Mercedes-Benz,E63 S AMG SEDAN,2025-03,Mercedes-AMG,30273,0.005133,54.28
Mercedes-Benz,E63 S AMG SEDAN,2025-04,Mercedes-AMG,31190,0.005219,55.49
Mercedes-Benz,E63 S AMG SEDAN,2025-05,Mercedes-AMG,29314,0.005221,53.88
Mercedes-Benz,E63 S AMG SEDAN,2025-06,Mercedes-AMG,34463,0.0061,59.24
Mercedes-Benz,E63 S AMG SEDAN,2025-07,Mercedes-AMG,32154,0.006139,58.01
Mercedes-Benz,E63 S AMG SEDAN,2025-08,Mercedes-AMG,32951,0.005712,57.61
Mercedes-Benz,E63 S AMG SEDAN,2025-09,Mercedes-AMG,30861,0.005799,56.39
Mercedes-Benz,E63 S AMG SEDAN,2025-10,Mercedes-AMG,30568,0.005722,55.86
Mercedes-Benz,E63 S AMG SEDAN,2025-11,Mercedes-AMG,31182,0.005925,56.93
Mercedes-Benz,E63 S AMG SEDAN,2025-12,Mercedes-AMG,29610,0.005708,54.98
Mercedes-Benz,E63 S AMG SEDAN,2026-01,Mercedes-AMG,30693,0.005895,56.39
Mercedes-Benz,E63 S AMG SEDAN,2026-02,Mercedes-AMG,29071,0.006003,55.25
Mercedes-Benz,E63 S AMG SEDAN,2026-03,Mercedes-AMG,37626,0.006832,61.72
Mercedes-Benz,E63 S AMG SEDAN,2026-04,Mercedes-AMG,30800,0.006361,57.34
Mercedes-Benz,E63 S AMG SEDAN,2026-05,Mercedes-AMG,34969,0.006454,60.1
Mercedes-Benz,E63 S AMG SEDAN,2026-06,Mercedes-AMG,26940,0.006186,53.9
Mercedes-Benz,E63 S AMG SEDAN 5,2024-07,Mercedes-AMG,32324,0.006021,57.98
Mercedes-Benz,E63 S AMG SEDAN 5,2024-08,Mercedes-AMG,29237,0.005576,54.36
Mercedes-Benz,E63 S AMG SEDAN 5,2024-09,Mercedes-AMG,28792,0.00565,54.06
Mercedes-Benz,E63 S AMG SEDAN 5,2024-10,Mercedes-AMG,30374,0.005597,55.3
Mercedes-Benz,E63 S AMG SEDAN 5,2024-11,Mercedes-AMG,29001,0.005806,54.75
Mercedes-Benz,E63 S AMG SEDAN 5,2024-12,Mercedes-AMG,30466,0.005784,55.9
Mercedes-Benz,E63 S AMG SEDAN 5,2025-01,Mercedes-AMG,28564,0.005519,53.54
Mercedes-Benz,E63 S AMG SEDAN 5,2025-02,Mercedes-AMG,24883,0.005421,50.51
Mercedes-Benz,E63 S AMG SEDAN 5,2025-03,Mercedes-AMG,30273,0.005133,54.28
Mercedes-Benz,E63 S AMG SEDAN 5,2025-04,Mercedes-AMG,31190,0.005219,55.49
Mercedes-Benz,E63 S AMG SEDAN 5,2025-05,Mercedes-AMG,29314,0.005221,53.88
Mercedes-Benz,E63 S AMG SEDAN 5,2025-06,Mercedes-AMG,34463,0.0061,59.24
Mercedes-Benz,E63 S AMG SEDAN 5,2025-07,Mercedes-AMG,32154,0.006139,58.01
Mercedes-Benz,E63 S AMG SEDAN 5,2025-08,Mercedes-AMG,32951,0.005712,57.61
Mercedes-Benz,E63 S AMG SEDAN 5,2025-09,Mercedes-AMG,30861,0.005799,56.39
Mercedes-Benz,E63 S AMG SEDAN 5,2025-10,Mercedes-AMG,30568,0.005722,55.86
Mercedes-Benz,E63 S AMG SEDAN 5,2025-11,Mercedes-AMG,31182,0.005925,56.93
Mercedes-Benz,E63 S AMG SEDAN 5,2025-12,Mercedes-AMG,29610,0.005708,54.98
Mercedes-Benz,E63 S AMG SEDAN 5,2026-01,Mercedes-AMG,30693,0.005895,56.39
Mercedes-Benz,E63 S AMG SEDAN 5,2026-02,Mercedes-AMG,29071,0.006003,55.25
Mercedes-Benz,E63 S AMG SEDAN 5,2026-03,Mercedes-AMG,37626,0.006832,61.72
Mercedes-Benz,E63 S AMG SEDAN 5,2026-04,Mercedes-AMG,30800,0.006361,57.34
Mercedes-Benz,E63 S AMG SEDAN 5,2026-05,Mercedes-AMG,34969,0.006454,60.1
Mercedes-Benz,E63 S AMG SEDAN 5,2026-06,Mercedes-AMG,26940,0.006186,53.9
Mercedes-Benz,E63 S AMG SEDAN 6,2024-07,Mercedes-AMG,32324,0.006021,57.98
Mercedes-Benz,E63 S AMG SEDAN 6,2024-08,Mercedes-AMG,29237,0.005576,54.36
Mercedes-Benz,E63 S AMG SEDAN 6,2024-09,Mercedes-AMG,28792,0.00565,54.06
Mercedes-Benz,E63 S AMG SEDAN 6,2024-10,Mercedes-AMG,30374,0.005597,55.3
Mercedes-Benz,E63 S AMG SEDAN 6,2024-11,Mercedes-AMG,29001,0.005806,54.75
Mercedes-Benz,E63 S AMG SEDAN 6,2024-12,Mercedes-AMG,30466,0.005784,55.9
Mercedes-Benz,E63 S AMG SEDAN 6,2025-01,Mercedes-AMG,28564,0.005519,53.54
Mercedes-Benz,E63 S AMG SEDAN 6,2025-02,Mercedes-AMG,24883,0.005421,50.51
Mercedes-Benz,E63 S AMG SEDAN 6,2025-03,Mercedes-AMG,30273,0.005133,54.28
Mercedes-Benz,E63 S AMG SEDAN 6,2025-04,Mercedes-AMG,31190,0.005219,55.49
Mercedes-Benz,E63 S AMG SEDAN 6,2025-05,Mercedes-AMG,29314,0.005221,53.88
Mercedes-Benz,E63 S AMG SEDAN 6,2025-06,Mercedes-AMG,34463,0.0061,59.24
Mercedes-Benz,E63 S AMG SEDAN 6,2025-07,Mercedes-AMG,32154,0.006139,58.01
Mercedes-Benz,E63 S AMG SEDAN 6,2025-08,Mercedes-AMG,32951,0.005712,57.61
Mercedes-Benz,E63 S AMG SEDAN 6,2025-09,Mercedes-AMG,30861,0.005799,56.39
Mercedes-Benz,E63 S AMG SEDAN 6,2025-10,Mercedes-AMG,30568,0.005722,55.86
Mercedes-Benz,E63 S AMG SEDAN 6,2025-11,Mercedes-AMG,31182,0.005925,56.93
Mercedes-Benz,E63 S AMG SEDAN 6,2025-12,Mercedes-AMG,29610,0.005708,54.98
Mercedes-Benz,E63 S AMG SEDAN 6,2026-01,Mercedes-AMG,30693,0.005895,56.39
Mercedes-Benz,E63 S AMG SEDAN 6,2026-02,Mercedes-AMG,29071,0.006003,55.25
Mercedes-Benz,E63 S AMG SEDAN 6,2026-03,Mercedes-AMG,37626,0.006832,61.72
Mercedes-Benz,E63 S AMG SEDAN 6,2026-04,Mercedes-AMG,30800,0.006361,57.34
Mercedes-Benz,E63 S AMG SEDAN 6,2026-05,Mercedes-AMG,34969,0.006454,60.1
Mercedes-Benz,E63 S AMG SEDAN 6,2026-06,Mercedes-AMG,26940,0.006186,53.9
Mercedes-Benz,E63 S AMG WAGON,2024-07,Mercedes-AMG,32324,0.006021,57.98
Mercedes-Benz,E63 S AMG WAGON,2024-08,Mercedes-AMG,29237,0.005576,54.36
Mercedes-Benz,E63 S AMG WAGON,2024-09,Mercedes-AMG,28792,0.00565,54.06
Mercedes-Benz,E63 S AMG WAGON,2024-10,Mercedes-AMG,30374,0.005597,55.3
Mercedes-Benz,E63 S AMG WAGON,2024-11,Mercedes-AMG,29001,0.005806,54.75
Mercedes-Benz,E63 S AMG WAGON,2024-12,Mercedes-AMG,30466,0.005784,55.9
Mercedes-Benz,E63 S AMG WAGON,2025-01,Mercedes-AMG,28564,0.005519,53.54
Mercedes-Benz,E63 S AMG WAGON,2025-02,Mercedes-AMG,24883,0.005421,50.51
Mercedes-Benz,E63 S AMG WAGON,2025-03,Mercedes-AMG,30273,0.005133,54.28
Mercedes-Benz,E63 S AMG WAGON,2025-04,Mercedes-AMG,31190,0.005219,55.49
Mercedes-Benz,E63 S AMG WAGON,2025-05,Mercedes-AMG,29314,0.005221,53.88
Mercedes-Benz,E63 S AMG WAGON,2025-06,Mercedes-AMG,34463,0.0061,59.24
Mercedes-Benz,E63 S AMG WAGON,2025-07,Mercedes-AMG,32154,0.006139,58.01
Mercedes-Benz,E63 S AMG WAGON,2025-08,Mercedes-AMG,32951,0.005712,57.61
Mercedes-Benz,E63 S AMG WAGON,2025-09,Mercedes-AMG,30861,0.005799,56.39
Mercedes-Benz,E63 S AMG WAGON,2025-10,Mercedes-AMG,30568,0.005722,55.86
Mercedes-Benz,E63 S AMG WAGON,2025-11,Mercedes-AMG,31182,0.005925,56.93
Mercedes-Benz,E63 S AMG WAGON,2025-12,Mercedes-AMG,29610,0.005708,54.98
Mercedes-Benz,E63 S AMG WAGON,2026-01,Mercedes-AMG,30693,0.005895,56.39
Mercedes-Benz,E63 S AMG WAGON,2026-02,Mercedes-AMG,29071,0.006003,55.25
Mercedes-Benz,E63 S AMG WAGON,2026-03,Mercedes-AMG,37626,0.006832,61.72
Mercedes-Benz,E63 S AMG WAGON,2026-04,Mercedes-AMG,30800,0.006361,57.34
Mercedes-Benz,E63 S AMG WAGON,2026-05,Mercedes-AMG,34969,0.006454,60.1
Mercedes-Benz,E63 S AMG WAGON,2026-06,Mercedes-AMG,26940,0.006186,53.9
Mercedes-Benz,G36 AMG,2024-07,Mercedes-AMG,32324,0.006021,57.98
