manufacturer,model,measured_at,status,note
Mercedes-Benz,W220 S-Class,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mercedes-Benz,W221 S-Class,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mercedes-Benz,W222 S-Class,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mercedes-Benz,W223 S-Class,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mercedes-Benz,W251 R-Class,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mercedes-Benz,W460 Geländewagen,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mercedes-Benz,W461 G-Class,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mercedes-Benz,W463 G-Class,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mercedes-Benz,W463 G-Class (2019+),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mercedes-Benz,W463 G-Class AMG,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mercedes-Benz,X204 GLK-Class,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mercedes-Benz,X253 & C253 GLC-Class,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mercury,Mercury Capri,2026-08-29T19:52:36Z,ok,anchor 81.1
Mercury,Mercury Comet,2026-08-29T19:54:23Z,ok,anchor 81.1
Mercury,Mercury Cougar,2026-08-29T19:38:04Z,ok,anchor 81.1
Mercury,Mercury Eight,2026-08-29T19:42:34Z,ok,anchor 81.1
Mercury,Mercury Marauder,2026-08-29T19:37:24Z,ok,anchor 81.1
Mercury,Mercury Marquis & Grand Marquis,2026-08-29T19:34:50Z,ok,anchor 81.1
Mercury,Mercury Monterey,2026-08-29T19:49:21Z,ok,anchor 81.1
Messerschmitt,Messerschmitt Kabinenroller & FMR Tg500,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Meyers,Meyers Manx,2026-08-29T19:46:35Z,ok,anchor 81.1
Mini,"Mini F55 & F56 Cooper, Cooper S, & John Cooper Works",2026-08-29T19:40:09Z,ok,anchor 81.1
Mini,Mini F57 Convertible,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mini,Mini Mk I & Mk II,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mini,Mini Mk I-III Cooper,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mini,Mini Mk III-Mk V,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mini,Mini Mk VI & Mk VII,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mini,Mini Moke Classic,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mini,Mini Moke Electric,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mini,Mini R50 Cooper,2026-08-29T20:06:50Z,ok,anchor 81.1
Mini,Mini R52 Cooper Convertible,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mini,Mini R53 Cooper S,2026-08-29T19:28:18Z,ok,anchor 81.2
Mini,Mini R53 JCW GP,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mini,Mini R53 John Cooper Works,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mini,Mini R55 Clubman,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mini,"Mini R56 Cooper, Cooper S, and John Cooper Works",2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mini,Mini R56 JCW GP,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mini,Mini R57 Convertible,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mini,Mini R58 & R59 Coupe & Roadster,2026-08-29T19:38:50Z,ok,anchor 81.1
Mini,Mini R60 Countryman,2026-08-29T19:52:36Z,ok,anchor 81.1
Mini,Mini R61 Paceman,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mitsubishi,Mitsubishi 3000GT,2026-08-29T19:33:17Z,ok,anchor 81.1
Mitsubishi,Mitsubishi Delica,2026-08-29T19:43:14Z,ok,anchor 81.1
Mitsubishi,Mitsubishi Lancer Evolution,2026-08-29T19:33:57Z,ok,anchor 81.1
Mitsubishi,Mitsubishi Minicab,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mitsubishi,Mitsubishi Pajero & Montero,2026-08-29T19:38:50Z,ok,anchor 81.1
Mitsubishi,Mitsubishi Pajero Evolution,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mitsubishi,Mitsubishi Pajero Mini,2026-08-29T20:06:50Z,ok,anchor 81.1
Montesa,Montesa Cota,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Morgan,Morgan 3-Wheeler,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Morgan,Morgan Plus 4,2026-08-29T19:42:34Z,ok,anchor 81.1
Morgan,Morgan Plus 8,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Morris,Morris Minor,2026-08-29T19:43:21Z,ok,anchor 81.1
Moto Guzzi,Moto Guzzi Eldorado,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Moto Guzzi,Moto Guzzi Le Mans,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Moto Guzzi,Moto Guzzi V7 (2007+),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mv Agusta,MV Agusta Brutale,2026-08-29T19:52:43Z,ok,anchor 81.1
Mv Agusta,MV Agusta Dragster,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Mv Agusta,MV Agusta F4,2026-08-29T19:59:11Z,ok,anchor 81.1
Nash,Nash Ambassador,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Nash,Nash Metropolitan,2026-08-29T19:43:21Z,ok,anchor 81.1
Nissan,240SX,2026-08-29T19:40:49Z,ok,anchor 81.1
Nissan,350Z,2026-08-29T19:36:10Z,ok,anchor 81.1
Nissan,370Z,2026-08-29T19:54:29Z,ok,anchor 81.1
Nissan,Datsun 240Z,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Nissan,Datsun 260Z,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Nissan,Datsun 280Z,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Nissan,Datsun 280ZX,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Nissan,Datsun 510,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Nissan,Datsun Pickup,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Nissan,Datsun Roadster,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Nissan,Figaro,2026-08-29T19:46:35Z,ok,anchor 81.1
Nissan,GT-R R35,2026-08-29T19:43:21Z,ok,anchor 81.1
Nissan,MURANO CROSSCABRIOLET,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Nissan,Maxima,2026-08-29T19:49:28Z,ok,anchor 81.1
Nissan,Pao,2026-08-29T20:02:17Z,ok,anchor 81.1
Nissan,Pathfinder,2026-08-29T19:51:10Z,ok,anchor 81.1
Nissan,Patrol,2026-08-29T19:45:28Z,ok,anchor 81.1
Nissan,Pickup,2026-08-29T19:34:24Z,ok,anchor 81.1
Nissan,R32 Skyline,2026-08-29T19:44:21Z,ok,anchor 81.1
Nissan,R33 Skyline,2026-08-29T19:44:21Z,ok,anchor 81.1
Nissan,R34 Skyline,2026-08-29T19:38:57Z,ok,anchor 81.1
Nissan,RZ34 Z,2026-08-29T20:02:17Z,ok,anchor 81.1
Nissan,Xterra,2026-08-29T19:56:09Z,ok,anchor 81.1
Nissan,Z31 300ZX,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Nissan,Z32 300ZX,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Noble,Noble M12,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Norton,Norton Atlas,2026-08-29T20:06:57Z,ok,anchor 81.1
Norton,Norton Commando,2026-08-29T19:33:57Z,ok,anchor 81.1
Norton,Norton Dominator,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Oldsmobile,OLDSMOBILE AURORA,2026-08-29T20:02:17Z,ok,anchor 81.1
Oldsmobile,Oldsmobile 442,2026-08-29T19:36:10Z,ok,anchor 81.1
Oldsmobile,Oldsmobile 88,2026-08-29T19:38:57Z,ok,anchor 81.1
Oldsmobile,Oldsmobile 98,2026-08-29T19:54:29Z,ok,anchor 81.1
Oldsmobile,Oldsmobile Cutlass,2026-08-29T19:29:17Z,ok,anchor 81.2
Oldsmobile,Oldsmobile Toronado,2026-08-29T19:49:28Z,ok,anchor 81.1
Opel,Opel GT,2026-08-29T19:51:10Z,ok,anchor 81.1
Packard,Packard Caribbean,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Packard,Packard Eight,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Packard,Packard Twelve,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Panoz,Panoz Esperante,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Panoz,Panoz Roadster,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Parts And Automobilia,Parts and Automobilia – Bicycles,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Parts And Automobilia,Parts and Automobilia – Bodywork,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Parts And Automobilia,Parts and Automobilia – Competition Go-Karts,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Parts And Automobilia,Parts and Automobilia – Engines,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Parts And Automobilia,Parts and Automobilia – Golf Carts,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Parts And Automobilia,Parts and Automobilia – Kiddie Rides,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Parts And Automobilia,Parts and Automobilia – Mini Cars,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Parts And Automobilia,Parts and Automobilia – Rolling Chassis,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Parts And Automobilia,Parts and Automobilia – Signs,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Parts And Automobilia,Parts and Automobilia – Trailers,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Peugeot,Peugeot 504,2026-08-29T20:02:24Z,ok,anchor 81.1
Plymouth,Plymouth Barracuda,2026-08-29T19:33:17Z,ok,anchor 81.1
Plymouth,Plymouth Belvedere,2026-08-29T19:44:21Z,ok,anchor 81.1
Plymouth,Plymouth Duster,2026-08-29T19:51:10Z,ok,anchor 81.1
Plymouth,Plymouth Fury,2026-08-29T19:47:48Z,ok,anchor 81.1
Plymouth,Plymouth GTX,2026-08-29T19:56:16Z,ok,anchor 81.1
Plymouth,Plymouth Pickup,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Plymouth,Plymouth Prowler,2026-08-29T19:33:57Z,ok,anchor 81.1
Plymouth,Plymouth Road Runner,2026-08-29T19:40:09Z,ok,anchor 81.1
Plymouth,Plymouth Satellite,2026-08-29T19:49:28Z,ok,anchor 81.1
Plymouth,Plymouth Suburban,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Plymouth,Plymouth Superbird & Dodge Charger Daytona,2026-08-29T20:07:10Z,ok,anchor 81.1
Plymouth,Plymouth Valiant,2026-08-29T19:59:18Z,ok,anchor 81.1
Polaris,Polaris RZR,2026-08-29T19:56:16Z,ok,anchor 81.1
Pontiac,Pontiac Bonneville,2026-08-29T19:43:28Z,ok,anchor 81.1
Pontiac,Pontiac Catalina,2026-08-29T19:46:41Z,ok,anchor 81.1
Pontiac,Pontiac Chieftain,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Pontiac,Pontiac Fiero,2026-08-29T19:36:44Z,ok,anchor 81.1
Pontiac,Pontiac Firebird,2026-08-29T19:26:02Z,ok,anchor 81.2
Pontiac,Pontiac Firebird (1st Generation – 1967-1969),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Pontiac,Pontiac Firebird (2nd Generation – 1970-1981),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Pontiac,Pontiac Firebird (3rd Generation – 1982-1992),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Pontiac,Pontiac Firebird (4th Generation – 1993-2002),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Pontiac,Pontiac G8,2026-08-29T19:47:48Z,ok,anchor 81.1
Pontiac,Pontiac GTO,2026-08-29T19:24:56Z,ok,anchor 81.2
Pontiac,Pontiac Grand Prix,2026-08-29T19:39:23Z,ok,anchor 81.1
Pontiac,Pontiac Safari,2026-08-29T20:02:24Z,ok,anchor 81.1
Pontiac,Pontiac Solstice,2026-08-29T19:34:04Z,ok,anchor 81.1
Pontiac,Pontiac Star Chief,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,356 Pre-A,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,356 Replica,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,356 Speedster,2026-08-29T19:52:49Z,ok,anchor 81.1
Porsche,356A,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,356B,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,356C,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,550 Spyder Replica,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,911 Carrera 3.2,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,911 Carrera RS (1973),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,911 RS America,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,911 Safari,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,911 Speedster,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,911 Speedster (1989),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,911SC,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,912,2026-08-29T19:27:52Z,ok,anchor 81.2
Porsche,912E,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,924,2026-08-29T19:41:35Z,ok,anchor 81.1
Porsche,928,2026-08-29T19:25:09Z,ok,anchor 81.2
Porsche,930 Turbo,2026-08-29T19:26:09Z,ok,anchor 81.2
Porsche,944,2026-08-29T19:26:29Z,ok,anchor 81.2
Porsche,944 Turbo,2026-08-29T19:27:52Z,ok,anchor 81.2
Porsche,958 Cayenne,2026-08-29T19:23:35Z,ok,anchor 81.2
Porsche,964 911 (Non-Turbo),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,964 911 Carrera 2,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,964 911 Carrera 4,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,964 Turbo,2026-08-29T19:49:35Z,ok,anchor 81.1
Porsche,968,2026-08-29T19:34:50Z,ok,anchor 81.1
Porsche,981 Boxster,2026-08-29T19:28:57Z,ok,anchor 81.2
Porsche,981 Cayman,2026-08-29T19:30:51Z,ok,anchor 81.1
Porsche,982 718 Boxster,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,982 718 Cayman,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,986 Boxster,2026-08-29T19:23:55Z,ok,anchor 81.2
Porsche,987 Boxster,2026-08-29T19:25:22Z,ok,anchor 81.2
Porsche,987 Cayman,2026-08-29T19:24:49Z,ok,anchor 81.2
Porsche,991 911 50th Anniversary Edition,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,991 911 Carrera,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,991 911 Carrera 4,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,991 911 Carrera 4 GTS,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,991 911 Carrera 4S,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,991 911 Carrera GTS,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,991 911 Carrera S,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,991 911 Carrera T,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,991 911 GT2,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,991 911 GT3,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,991 911 R,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,991 911 Speedster,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,991 911 Targa 4,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,991 911 Targa 4 GTS,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,991 911 Targa 4S,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,991 911 Turbo,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,991 GT2,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,991 GT3,2026-08-29T19:34:50Z,ok,anchor 81.1
Porsche,991 Turbo,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,992 911 Carrera,2026-08-29T19:52:49Z,ok,anchor 81.1
Porsche,992 911 Carrera 4 GTS,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,992 911 Carrera 4S,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,992 911 Carrera GTS,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,992 911 Carrera S,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,992 911 Carrera T,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,992 911 Dakar,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,992 911 GT3,2026-08-29T19:27:58Z,ok,anchor 81.2
Porsche,992 911 Sport Classic,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,992 911 Targa 4 GTS,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,992 911 Targa 4S,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,992 911 Targa 4S Heritage Design Edition,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,992 911 Turbo,2026-08-29T19:31:24Z,ok,anchor 81.1
Porsche,992 GT3,2026-08-29T19:33:44Z,ok,anchor 49.7
Porsche,992 Turbo,2026-08-29T19:40:15Z,ok,anchor 81.1
Porsche,993 911 Carrera,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,993 911 Carrera 4,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,993 911 Carrera 4S,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,993 911 Carrera S,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,993 Turbo,2026-08-29T19:35:17Z,ok,anchor 81.1
Porsche,996 911 40th Anniversary Edition,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,996 911 Carrera,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,996 911 Carrera 4,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,996 911 Carrera 4S,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,996 911 Carrera Targa,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,996 911 GT2,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,996 911 GT3,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,996 911 Turbo,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,996 Turbo,2026-08-29T19:30:31Z,ok,anchor 81.1
Porsche,997 911 Carrera,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,997 911 Carrera 4,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,997 911 Carrera 4S,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,997 911 Carrera Black Edition,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,997 911 Carrera GTS,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,997 911 Carrera S,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,997 911 GT3,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,997 911 Targa 4S,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,997 911 Turbo,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,997 GT2,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,997 GT3,2026-08-29T19:59:24Z,ok,anchor 81.1
Porsche,997 Turbo,2026-08-29T19:32:31Z,ok,anchor 81.1
Porsche,Cayenne Diesel (958),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,Cayenne GTS (957),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,Cayenne GTS (958),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,Cayenne S (958),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,Cayenne Turbo (958),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,Cayenne Turbo S (958),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,Cayenne V6 (958),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,Cayenne V6 Platinum Edition (958),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,Cayman GT4,2026-08-29T19:26:42Z,ok,anchor 23.8
Porsche,LWB 911E,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,LWB 911S,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,LWB 911T,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,Macan,2026-08-29T19:26:16Z,ok,anchor 81.2
Porsche,Panamera,2026-08-29T19:24:36Z,ok,anchor 81.2
Porsche,SWB 911,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Porsche,Singer,2026-08-29T19:56:29Z,ok,anchor 81.1
Porsche,Taycan,2026-08-29T19:45:35Z,ok,anchor 81.1
Porsche,Tractor,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Puch,Puch Moped,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Quadro,Quadro Sherp,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Qvale,Qvale Mangusta,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Radical,Radical SR3,2026-08-29T20:02:37Z,ok,anchor 81.1
Rambler,Rambler American,2026-08-29T19:56:29Z,ok,anchor 81.1
Rivian,Rivian R1T,2026-08-29T19:56:36Z,ok,anchor 81.1
Rolls-Royce,Corniche,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Rolls-Royce,Cullinan,2026-08-29T19:54:36Z,ok,anchor 81.1
Rolls-Royce,Dawn,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Rolls-Royce,Ghost,2026-08-29T19:56:36Z,ok,anchor 81.1
Rolls-Royce,Phantom Coupe & Drophead Coupe,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Rolls-Royce,Phantom VII & VIII,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Rolls-Royce,ROLLS ROYCE SILVER DAWN,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Rolls-Royce,ROLLS ROYCE SILVER WRAITH,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Rolls-Royce,SY Silver Shadow & Silver Wraith II,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Rolls-Royce,SZ Silver Spirit & Silver Spur,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Rolls-Royce,Silver Cloud & Phantom V,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Rolls-Royce,Wraith,2026-08-29T19:54:42Z,ok,anchor 81.1
Rover,Rover Cooper,2026-08-29T19:47:55Z,ok,anchor 81.1
Saab,Saab 9-3,2026-08-29T19:31:38Z,ok,anchor 81.1
Saab,Saab 9-3 Viggen,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Saab,Saab 9-5,2026-08-29T19:47:55Z,ok,anchor 81.1
Saab,Saab 900,2026-08-29T19:30:11Z,ok,anchor 81.1
Saab,Saab 96,2026-08-29T19:54:42Z,ok,anchor 81.1
Saab,Saab 99,2026-08-29T20:07:37Z,ok,anchor 81.1
Saab,Saab Sonett,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Saturn,Saturn Sky,2026-08-29T19:45:41Z,ok,anchor 81.1
Scion,SCION IQ,2026-08-29T20:02:44Z,ok,anchor 81.1
Shelby,Shelby CSX Cobra Continuation,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Shelby,Shelby Cobra Replica,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Shelby,Shelby Daytona Coupe Replica,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Shelby,Shelby Mustang GT350 & GT500,2026-08-29T19:48:01Z,ok,anchor 81.1
Shelby,Shelby Series 1,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Smart,Smart Fortwo,2026-08-29T20:02:44Z,ok,anchor 81.1
Spyker,Spyker C8,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Steyr-Puch,Steyr-Puch Pinzgauer,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Studebaker,Studebaker Avanti,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Studebaker,Studebaker Champion,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Studebaker,Studebaker Commander,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Studebaker,Studebaker Hawk,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Studebaker,Studebaker Lark,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Studebaker,Studebaker Pickup,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Studebaker,Studebaker President,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Subaru,Subaru BRAT,2026-08-29T20:07:43Z,ok,anchor 81.1
Subaru,Subaru BRZ,2026-08-29T19:51:23Z,ok,anchor 81.1
Subaru,Subaru Baja,2026-08-29T19:41:41Z,ok,anchor 81.1
Subaru,Subaru Forester,2026-08-29T19:36:44Z,ok,anchor 81.1
Subaru,Subaru Impreza,2026-08-29T20:07:43Z,ok,anchor 81.1
Subaru,Subaru Impreza 2.5RS,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Subaru,Subaru Impreza WRX,2026-08-29T19:38:57Z,ok,anchor 81.1
Subaru,Subaru Legacy,2026-08-29T19:40:15Z,ok,anchor 81.1
Subaru,Subaru Outback,2026-08-29T19:40:22Z,ok,anchor 81.1
Subaru,Subaru Sambar,2026-08-29T19:32:17Z,ok,anchor 81.1
Subaru,Subaru WRX STi,2026-08-29T19:26:09Z,ok,anchor 81.2
Sunbeam,Sunbeam Alpine,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Sunbeam,Sunbeam Tiger,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Suzuki,Suzuki Carry,2026-08-29T19:29:31Z,ok,anchor 81.2
Suzuki,Suzuki Every,2026-08-29T19:51:23Z,ok,anchor 81.1
Suzuki,Suzuki GS,2026-08-29T19:48:01Z,ok,anchor 81.1
Suzuki,Suzuki GT,2026-08-29T20:02:50Z,ok,anchor 81.1
Suzuki,Suzuki Hayabusa,2026-08-29T20:02:50Z,ok,anchor 81.1
Suzuki,Suzuki Jimny,2026-08-29T19:46:48Z,ok,anchor 81.1
Suzuki,Suzuki Other Motorcycles,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
