manufacturer,model,measured_at,status,note
Chevrolet,Silverado GMT900 Heavy Duty,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Silverado K2XX,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Silverado T1XX (2019+),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Suburban,2026-08-29T19:33:30Z,ok,anchor 81.1
Chevrolet,Suburban (GMT400 1992-1999),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Suburban (GMT800 2000-2006),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Suburban (GMT900 2007-2014),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Tahoe GMT400,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Tahoe GMT800,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Tahoe GMT900,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Tahoe K2XX,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Task Force Pickup,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Trailblazer,2026-08-29T19:53:36Z,ok,anchor 81.1
Chevrolet,Tri-5,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chrysler,CHRYSLER SEBRING,2026-08-29T20:00:37Z,ok,anchor 81.1
Chrysler,Chrysler 300,2026-08-29T19:41:15Z,ok,anchor 81.1
Chrysler,Chrysler 300 Letter Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chrysler,Chrysler 300 Non-Letter Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chrysler,Chrysler Conquest & Mitsubishi Starion,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chrysler,Chrysler Cordoba,2026-08-29T20:04:23Z,ok,anchor 81.1
Chrysler,Chrysler Crossfire,2026-08-29T19:33:30Z,ok,anchor 81.1
Chrysler,Chrysler Imperial,2026-08-29T19:45:01Z,ok,anchor 81.1
Chrysler,Chrysler K-Car,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chrysler,Chrysler LeBaron,2026-08-29T20:00:37Z,ok,anchor 81.1
Chrysler,Chrysler New Yorker,2026-08-29T20:00:37Z,ok,anchor 81.1
Chrysler,Chrysler PT Cruiser,2026-08-29T19:48:35Z,ok,anchor 81.1
Chrysler,Chrysler Pacifica Minivan,2026-08-29T19:55:16Z,ok,anchor 81.1
Chrysler,Chrysler Town & Country,2026-08-29T19:53:43Z,ok,anchor 81.1
Chrysler,Chrysler Town & Country Minivan,2026-08-29T19:57:42Z,ok,anchor 81.1
Chrysler,Chrysler Windsor,2026-08-29T19:57:42Z,ok,anchor 81.1
Citroën,Citroen 2CV,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Citroën,Citroen CX,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Citroën,Citroen DS,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Citroën,Citroen SM,2026-08-29T19:48:42Z,error,anchor zero
Citroën,Citroen Traction Avant,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Daihatsu,DAIHATSU MIRA GINO,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Daihatsu,Daihatsu Hijet,2026-08-29T19:33:50Z,ok,anchor 81.1
Daihatsu,Daihatsu Midget,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Daimler,Daimler SP250,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
DeLorean,DeLorean DMC-12,2026-08-29T19:36:37Z,ok,anchor 81.1
Detomaso,DeTomaso Pantera,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Dodge,B-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Dodge,C-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Dodge,Challenger,2026-08-29T19:43:01Z,ok,anchor 81.1
Dodge,"Challenger (non-SRT, 2009-2023)",2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Dodge,Challenger SRT Demon & Super Stock,2026-08-29T19:26:42Z,ok,anchor 23.8
Dodge,Challenger SRT Hellcat,2026-08-29T19:27:58Z,ok,anchor 81.2
Dodge,Challenger SRT8 & 392,2026-08-29T19:35:57Z,ok,anchor 81.1
Dodge,Charger,2026-08-29T19:28:11Z,ok,anchor 81.2
Dodge,Coronet,2026-08-29T19:43:47Z,ok,anchor 81.1
Dodge,D-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Dodge,Dakota,2026-08-29T19:42:08Z,ok,anchor 81.1
Dodge,Dart,2026-08-29T19:38:30Z,ok,anchor 81.1
Dodge,Daytona & Chrysler Laser,2026-08-29T19:57:42Z,ok,anchor 81.1
Dodge,Durango,2026-08-29T19:46:08Z,ok,anchor 81.1
Dodge,Magnum,2026-08-29T19:45:01Z,ok,anchor 81.1
Dodge,Military Vehicles,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Dodge,Omni & Plymouth Horizon,2026-08-29T20:04:37Z,ok,anchor 81.1
Dodge,Polara,2026-08-29T19:57:42Z,ok,anchor 81.1
Dodge,Power Wagon,2026-08-29T19:36:57Z,ok,anchor 81.1
Dodge,Ram,2026-08-29T19:26:49Z,ok,anchor 47.8
Dodge,Ram 1500,2026-08-29T19:30:37Z,ok,anchor 81.1
Dodge,Ram HD,2026-08-29T19:24:42Z,ok,anchor 81.2
Dodge,Ram HD (2019+),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Dodge,Ram SRT-10 Pickup,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Dodge,Ram TRX,2026-08-29T19:39:10Z,ok,anchor 81.1
Dodge,Ram Van,2026-08-29T19:46:08Z,ok,anchor 81.1
Dodge,Shelby,2026-08-29T19:48:42Z,error,anchor zero
Dodge,Stealth,2026-08-29T19:48:42Z,error,anchor zero
Dodge,Super Bee,2026-08-29T20:00:43Z,ok,anchor 81.1
Dodge,Tradesman & Sportsman Vans,2026-08-29T19:55:22Z,ok,anchor 81.1
Dodge,Viper,2026-08-29T19:35:24Z,ok,anchor 81.1
Dodge,Viper SR I,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Dodge,Viper SR II,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Dodge,Viper ZB I,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Dodge,Viper ZB II,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ducati,Ducati 1098,2026-08-29T19:52:10Z,ok,anchor 81.1
Ducati,Ducati 450,2026-08-29T20:04:44Z,ok,anchor 81.1
Ducati,Ducati 748,2026-08-29T19:43:01Z,ok,anchor 81.1
Ducati,Ducati 749,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ducati,Ducati 750 & 900 Super Sport,2026-08-29T20:00:50Z,ok,anchor 81.1
Ducati,Ducati 750 F1,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ducati,Ducati 916,2026-08-29T19:43:47Z,ok,anchor 81.1
Ducati,Ducati 996,2026-08-29T19:57:49Z,ok,anchor 81.1
Ducati,Ducati 998,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ducati,Ducati 999,2026-08-29T19:53:43Z,ok,anchor 81.1
Ducati,Ducati Diavel,2026-08-29T19:43:54Z,ok,anchor 81.1
Ducati,Ducati Hypermotard,2026-08-29T19:45:01Z,ok,anchor 81.1
Ducati,Ducati MH900e,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ducati,Ducati Monster,2026-08-29T19:29:17Z,ok,anchor 81.2
Ducati,Ducati Multistrada,2026-08-29T19:38:30Z,ok,anchor 81.1
Ducati,Ducati Panigale,2026-08-29T19:46:08Z,ok,anchor 81.1
Ducati,Ducati Paul Smart,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ducati,Ducati Scrambler,2026-08-29T19:50:17Z,ok,anchor 11.4
Ducati,Ducati SportClassic,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ducati,Ducati Streetfighter,2026-08-29T19:50:30Z,ok,anchor 81.1
Ducati,Ducati Superleggera,2026-08-29T20:00:50Z,ok,anchor 81.1
Edsel,EDSEL CORSAIR,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Excalibur,Excalibur Phaeton,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Factory Five,Factory Five GTM,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ferrari,308,2026-08-29T19:42:15Z,ok,anchor 81.1
Ferrari,308 GT4,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ferrari,328,2026-08-29T19:30:58Z,ok,anchor 81.1
Ferrari,330 GT 2+2,2026-08-29T20:04:50Z,error,anchor zero
Ferrari,348,2026-08-29T19:35:57Z,ok,anchor 81.1
Ferrari,360,2026-08-29T19:25:42Z,ok,anchor 81.2
Ferrari,365 GT 2+2,2026-08-29T19:53:50Z,error,anchor zero
Ferrari,365 GT4 2+2/400/400i/412,2026-08-29T19:48:42Z,error,anchor zero
Ferrari,456,2026-08-29T19:42:15Z,ok,anchor 81.1
Ferrari,458,2026-08-29T19:29:44Z,ok,anchor 81.2
Ferrari,488,2026-08-29T19:37:04Z,ok,anchor 81.1
Ferrari,550 Maranello,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ferrari,575M,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ferrari,599 GTB & GTO,2026-08-29T19:52:10Z,ok,anchor 81.1
Ferrari,612 Scaglietti,2026-08-29T19:45:08Z,ok,anchor 81.1
Ferrari,812,2026-08-29T19:37:04Z,ok,anchor 81.1
Ferrari,Berlinetta Boxer,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ferrari,California,2026-08-29T19:31:18Z,ok,anchor 81.1
Ferrari,Daytona,2026-08-29T19:55:29Z,ok,anchor 81.1
Ferrari,Dino,2026-08-29T19:50:30Z,ok,anchor 81.1
Ferrari,F12berlinetta,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ferrari,F355,2026-08-29T19:29:11Z,ok,anchor 56.8
Ferrari,F430,2026-08-29T19:26:42Z,ok,anchor 23.8
Ferrari,F8,2026-08-29T19:46:15Z,ok,anchor 81.1
Ferrari,FF,2026-08-29T19:42:15Z,ok,anchor 81.1
Ferrari,GTC4Lusso,2026-08-29T19:46:15Z,ok,anchor 81.1
Ferrari,Mondial,2026-08-29T19:38:30Z,ok,anchor 81.1
Ferrari,Portofino,2026-08-29T19:55:29Z,ok,anchor 81.1
Ferrari,Roma,2026-08-29T19:48:48Z,ok,anchor 81.1
Ferrari,SF90,2026-08-29T19:45:08Z,ok,anchor 81.1
Ferrari,Testarossa,2026-08-29T19:30:11Z,ok,anchor 81.1
Fiat,Fiat 124 Spider,2026-08-29T19:28:44Z,ok,anchor 47.2
Fiat,Fiat 124 Sport Coupe,2026-08-29T20:04:50Z,error,anchor zero
Fiat,Fiat 500,2026-08-29T19:29:57Z,ok,anchor 81.1
Fiat,Fiat 500 Jolly,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Fiat,Fiat 500 Topolino,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Fiat,Fiat 600 Jolly,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Fiat,Fiat 600 Sedan,2026-08-29T19:53:50Z,error,anchor zero
Fiat,Fiat 850,2026-08-29T19:57:49Z,ok,anchor 81.1
Fiat,Fiat Dino,2026-08-29T19:52:10Z,ok,anchor 81.1
Fiat,Fiat Nuova 500,2026-08-29T19:34:10Z,ok,anchor 81.1
Fisker,FISKER OCEAN,2026-08-29T20:04:50Z,error,anchor zero
Fisker,Fisker Karma,2026-08-29T19:47:15Z,ok,anchor 81.1
Ford,18 & 40 V8,2026-08-29T19:28:57Z,ok,anchor 81.2
Ford,48 & 68 V8,2026-08-29T19:40:35Z,ok,anchor 81.1
Ford,A,2026-08-29T19:26:42Z,ok,anchor 23.8
Ford,A Pickup & AA,2026-08-29T19:37:04Z,ok,anchor 81.1
Ford,AEROSTAR,2026-08-29T20:04:50Z,error,anchor zero
Ford,B,2026-08-29T20:04:57Z,ok,anchor 81.1
Ford,Bronco 2nd Generation 1978-1979,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,Bronco 3rd Generation 1980-1986,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,Bronco 4th-5th Generations 1987-1996,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,Bronco II,2026-08-29T19:52:16Z,ok,anchor 81.1
Ford,Bronco U725,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,Cortina,2026-08-29T20:04:57Z,ok,anchor 81.1
Ford,Country Sedan,2026-08-29T20:00:50Z,ok,anchor 81.1
Ford,Country Squire,2026-08-29T20:00:57Z,ok,anchor 81.1
Ford,Crestline,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,Crown Victoria,2026-08-29T19:34:30Z,ok,anchor 81.1
Ford,Econoline Pickup,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,Econoline Van,2026-08-29T19:26:29Z,ok,anchor 81.2
Ford,Excursion,2026-08-29T19:24:56Z,ok,anchor 81.2
Ford,Expedition,2026-08-29T19:35:24Z,ok,anchor 81.1
Ford,Explorer,2026-08-29T19:38:36Z,ok,anchor 73.6
Ford,F-150,2026-08-29T19:25:09Z,ok,anchor 81.2
Ford,F-150 (2021+),2026-08-29T19:41:15Z,ok,anchor 81.1
Ford,F-150 Raptor,2026-08-29T19:28:31Z,ok,anchor 26.9
Ford,F-150 SVT Lightning,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,F-Series 1948-1952,2026-08-29T19:33:04Z,ok,anchor 81.1
Ford,F-Series 1953-1956,2026-08-29T19:31:44Z,ok,anchor 81.1
Ford,F-Series 1957-1960,2026-08-29T19:46:15Z,ok,anchor 81.1
Ford,F-Series 1961-1966,2026-08-29T19:29:44Z,ok,anchor 81.2
Ford,F-Series 1967-1972,2026-08-29T19:24:02Z,ok,anchor 81.2
Ford,F-Series 1973-1979,2026-08-29T19:23:55Z,ok,anchor 81.2
Ford,F-Series 1980-1986,2026-08-29T19:32:44Z,ok,anchor 81.1
Ford,F-Series 1987-1991,2026-08-29T19:28:44Z,ok,anchor 47.2
Ford,F-Series 1992-1997,2026-08-29T19:23:35Z,ok,anchor 81.2
Ford,FLEX,2026-08-29T20:04:57Z,ok,anchor 81.1
Ford,Fairlane,2026-08-29T19:32:44Z,ok,anchor 81.1
Ford,Falcon,2026-08-29T19:37:10Z,ok,anchor 81.1
Ford,Fiesta,2026-08-29T20:00:57Z,ok,anchor 81.1
Ford,Focus,2026-08-29T19:35:04Z,ok,anchor 56.8
Ford,Fox-Body Mustang,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,GT 1st Generation,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,GT 2nd Generation,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,GT40 Replica,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,Galaxie,2026-08-29T19:33:04Z,ok,anchor 81.1
Ford,Hot Rod,2026-08-29T19:29:57Z,ok,anchor 81.1
Ford,LTD,2026-08-29T19:42:21Z,ok,anchor 81.1
Ford,MUSTANG,2026-08-29T19:23:42Z,ok,anchor 71.4
Ford,MUSTANG BOSS 302,2026-08-29T19:41:22Z,ok,anchor 81.1
Ford,MUSTANG BOSS 302 LAGUNA SECA,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,MUSTANG BULLITT,2026-08-29T19:39:49Z,ok,anchor 81.1
Ford,MUSTANG CONVERTIBLE,2026-08-29T19:45:08Z,ok,anchor 81.1
Ford,MUSTANG COUPE,2026-08-29T19:53:50Z,error,anchor zero
Ford,MUSTANG FASTBACK,2026-08-29T20:04:57Z,ok,anchor 81.1
Ford,MUSTANG GT,2026-08-29T19:31:18Z,ok,anchor 81.1
Ford,MUSTANG GT CONVERTIBLE,2026-08-29T19:32:44Z,ok,anchor 81.1
Ford,MUSTANG GT COUPE,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,MUSTANG II,2026-08-29T19:55:29Z,ok,anchor 81.1
Ford,MUSTANG MACH 1,2026-08-29T19:31:18Z,ok,anchor 81.1
Ford,MUSTANG SHELBY GT,2026-08-29T19:55:29Z,ok,anchor 81.1
Ford,MUSTANG SHELBY GT350,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,MUSTANG SHELBY GT350R,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,MUSTANG SHELBY GT500,2026-08-29T19:34:17Z,ok,anchor 81.1
Ford,MUSTANG SHELBY GT500 CONVERTIBLE,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,MUSTANG SHELBY GT500 COUPE,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,MUSTANG SHELBY GT500 HERITAGE EDITION,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,MUSTANG SHELBY GT500KR,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,MUSTANG SHELBY SUPER SNAKE,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,MUSTANG SVT COBRA CONVERTIBLE,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,MUSTANG SVT COBRA COUPE,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,MUSTANG SVT COBRA R,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,Military,2026-08-29T19:52:16Z,ok,anchor 81.1
Ford,Mustang 1967-1968,2026-08-29T19:35:30Z,ok,anchor 71.4
Ford,Mustang 1969-1973,2026-08-29T19:33:11Z,ok,anchor 71.4
Ford,Mustang S197 2005-2014,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,Mustang S550,2026-08-29T19:39:49Z,ok,anchor 81.1
Ford,Mustang SN95 1994-2004,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,P708 F-Series Super Duty (2023+),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,Pickup 1932-1934 & BB,2026-08-29T19:53:50Z,error,anchor zero
Ford,Pickup 1935-1936,2026-08-29T20:01:04Z,ok,anchor 81.1
Ford,Pickup 1937-1939,2026-08-29T19:53:56Z,ok,anchor 81.1
Ford,Probe,2026-08-29T20:05:03Z,ok,anchor 56.7
Ford,Ranchero,2026-08-29T19:36:37Z,ok,anchor 81.1
Ford,Ranger 1983-1992,2026-08-29T19:47:21Z,ok,anchor 56.7
Ford,Ranger 1993-1997,2026-08-29T19:50:36Z,ok,anchor 56.7
Ford,Ranger 1998-2011,2026-08-29T19:29:11Z,ok,anchor 56.8
Ford,Ranger 2019-2023,2026-08-29T20:05:03Z,ok,anchor 56.7
Ford,Roush,2026-08-29T19:30:58Z,ok,anchor 81.1
Ford,S197 Shelby Mustang,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,S550 Shelby Mustang,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,SHELBY MUSTANG GT350,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,SHELBY MUSTANG GT500,2026-08-29T19:55:36Z,ok,anchor 81.1
Ford,Saleen,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,Shelby Pickup,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,Shoebox,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,Super Duty 1999-2007,2026-08-29T19:24:15Z,ok,anchor 81.2
Ford,Super Duty 2008-2010,2026-08-29T19:33:11Z,ok,anchor 71.4
Ford,Super Duty 2011-2016,2026-08-29T19:37:51Z,ok,anchor 81.1
Ford,Super Duty 2017-2022,2026-08-29T19:34:37Z,ok,anchor 81.1
Ford,T,2026-08-29T19:31:18Z,ok,anchor 81.1
Ford,Taurus SHO,2026-08-29T19:42:21Z,ok,anchor 81.1
Ford,Taurus Sedan & Wagon,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ford,Thunderbird,2026-08-29T19:23:42Z,ok,anchor 71.4
Ford,Torino,2026-08-29T19:37:10Z,ok,anchor 81.1
Ford,Tractor,2026-08-29T19:40:35Z,ok,anchor 81.1
Ford,Transit,2026-08-29T19:40:42Z,ok,anchor 78.0
GMC,GMC Blue Chip Pickup,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
GMC,GMC Caballero,2026-08-29T20:05:10Z,ok,anchor 81.1
GMC,GMC Canyon,2026-08-29T19:53:56Z,ok,anchor 81.1
GMC,GMC ENVOY,2026-08-29T20:05:10Z,ok,anchor 81.1
GMC,GMC Hummer EV,2026-08-29T19:58:11Z,ok,anchor 81.1
GMC,GMC Jimmy,2026-08-29T19:35:04Z,ok,anchor 56.8
GMC,GMC Motorhome,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
GMC,GMC New Design Pickup,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
GMC,GMC S-15 Sonoma,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
GMC,GMC Sierra (GMT400 1988-2002),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
GMC,GMC Sierra (GMT800 1999-2007),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
GMC,GMC Sierra (K2XX 2014-2019),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
GMC,GMC Sierra (T1XX 2019+),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
GMC,GMC Sierra HD (GMT800 2000-2007),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
GMC,GMC Sierra HD (GMT900 2007-2014),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
GMC,GMC Sonoma,2026-08-29T19:55:36Z,ok,anchor 81.1
GMC,GMC Suburban,2026-08-29T19:50:36Z,ok,anchor 56.7
GMC,GMC Suburban (GMT400 1992-1999),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
GMC,GMC Syclone,2026-08-29T19:46:21Z,ok,anchor 81.1
GMC,GMC Typhoon,2026-08-29T19:53:56Z,ok,anchor 81.1
GMC,GMC Van,2026-08-29T19:46:21Z,ok,anchor 81.1
GMC,GMC Yukon GMT400,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
GMC,GMC Yukon GMT800,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
GMC,GMC Yukon GMT900,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
GMC,GMC Yukon K2XX,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Harley-Davidson,Harley-Davidson 45 Flathead,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Harley-Davidson,Harley-Davidson Aermacchi,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Harley-Davidson,Harley-Davidson CVO,2026-08-29T19:45:08Z,ok,anchor 81.1
Harley-Davidson,Harley-Davidson Dyna,2026-08-29T19:37:10Z,ok,anchor 81.1
Harley-Davidson,Harley-Davidson FXR,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Harley-Davidson,Harley-Davidson Panhead,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Harley-Davidson,Harley-Davidson Shovelhead,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Harley-Davidson,Harley-Davidson Softail,2026-08-29T19:25:29Z,ok,anchor 81.2
Harley-Davidson,Harley-Davidson Sportster,2026-08-29T19:32:51Z,ok,anchor 81.1
Harley-Davidson,Harley-Davidson Sprint,2026-08-29T19:58:18Z,ok,anchor 81.1
Harley-Davidson,Harley-Davidson Touring,2026-08-29T19:26:09Z,ok,anchor 81.2
Harley-Davidson,Harley-Davidson V-Rod,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Honda,AP1 S2000,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Honda,AP2 S2000,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Honda,AP2 S2000 CR,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Honda,ATV,2026-08-29T19:25:36Z,ok,anchor 81.2
Honda,Accord,2026-08-29T19:28:44Z,ok,anchor 47.2
Honda,Acty,2026-08-29T19:28:57Z,ok,anchor 81.2
Honda,Africa Twin,2026-08-29T20:05:17Z,ok,anchor 81.1
Honda,Ascot,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Honda,C200,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Honda,CB100 & CL100,2026-08-29T20:05:23Z,ok,anchor 81.1
Honda,CB1000 & CB1100,2026-08-29T19:55:42Z,ok,anchor 81.1
Honda,CB125 & CL125,2026-08-29T20:05:23Z,ok,anchor 81.1
Honda,CB160 & CL160,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Honda,CB175 & CL175,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Honda,CB200 & CL200,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Honda,CB350 & CL350,2026-08-29T19:39:49Z,ok,anchor 81.1
Honda,CB350F & CB400F,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Honda,CB360 & CL360,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Honda,CB500 Four & CB550,2026-08-29T19:46:21Z,ok,anchor 81.1
Honda,CB750 & CB750A,2026-08-29T19:30:24Z,ok,anchor 81.1
Honda,CBR,2026-08-29T19:39:56Z,ok,anchor 81.1
Honda,CBX,2026-08-29T19:39:10Z,ok,anchor 81.1
Honda,CR & CRF,2026-08-29T19:37:17Z,ok,anchor 81.1
Honda,CR-V,2026-08-29T19:46:28Z,ok,anchor 81.1
Honda,CRX,2026-08-29T19:37:51Z,ok,anchor 81.1
Honda,CT110,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Honda,CT70,2026-08-29T19:25:56Z,ok,anchor 81.2
Honda,CT90,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Honda,CX,2026-08-29T19:50:43Z,ok,anchor 81.1
Honda,Civic,2026-08-29T19:28:31Z,ok,anchor 26.9
Honda,Civic (2022+),2026-08-29T20:01:10Z,ok,anchor 81.1
Honda,Civic Del Sol,2026-08-29T19:43:08Z,ok,anchor 81.1
Honda,Civic Si,2026-08-29T19:45:14Z,ok,anchor 81.1
Honda,Civic Type R,2026-08-29T19:52:23Z,ok,anchor 81.1
Honda,Element,2026-08-29T19:29:17Z,ok,anchor 81.2
Honda,Elsinore,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Honda,FIT,2026-08-29T20:01:10Z,ok,anchor 81.1
Honda,GB500 Tourist Trophy,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Honda,Gold Wing,2026-08-29T19:39:56Z,ok,anchor 81.1
Honda,Insight,2026-08-29T20:05:30Z,ok,anchor 81.1
Honda,Magna,2026-08-29T20:05:30Z,ok,anchor 81.1
Honda,Motocompo & Motocompacto,2026-08-29T20:01:10Z,ok,anchor 81.1
Honda,N360 & N600,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Honda,NX Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Honda,Nighthawk,2026-08-29T19:47:21Z,ok,anchor 56.7
Honda,ODYSSEY,2026-08-29T20:01:17Z,ok,anchor 81.1
Honda,Odyssey Minivan,2026-08-29T19:54:03Z,ok,anchor 81.1
Honda,Other Motorcycles,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Honda,Pickup,2026-08-29T19:32:51Z,ok,anchor 81.1
Honda,Prelude,2026-08-29T19:33:50Z,ok,anchor 81.1
